"","1_P1-100-3","1_P1-20-3","1_P1-200-3","1_P1-40-3","1_P1-60-3","2_P1-100-3","2_P1-20-3","2_P1-200-3","2_P1-40-3","2_P1-60-3","3_P1-20-3","3_P1-200-3","3_P1-40-3","3_P1-60-3","4_P1-90-3","4_P1-20-3","4_P1-100-3","4_P1-200-3","4_P1-40-3","4_P1-60-3","5_P1-20-3","3_P1-90-3","5_P1-100-3","5_P1-200-3","5_P1-40-3","5_P1-90-3","6_P1-100-3","6_P1-20-3","6_P1-200-3","6_P1-40-3","6_P1-60-3","7_P1-20-3","7_P1-40-3","7_P1-60-3","10_P1-20-3","10_P1-40-3","7_P1-105-3","7_P1-200-3","8_P1-100-3","8_P1-115-3","8_P1-20-3","8_P1-200-3","8_P1-40-3","8_P1-60-3","9_P1-100-3","9_P1-120-3","9_P1-20-3","9_P1-200-3","9_P1-40-3","9_P1-60-3","10_P1-100-3","10_P1-120-3","10_P1-200-3","10_P1-60-3","11_P1-100-3","11_P1-20-3","11_P1-200-3","11_P1-40-3","11_P1-60-3","11_P1-70-3","12_P1-100-3","12_P1-20-3","12_P1-200-3","12_P1-40-3","12_P1-60-3","13_P1-100-3","13_P1-20-3","13_P1-200-3","13_P1-40-3","13_P1-60-3","14_P1-100-3","14_P1-20-3","14_P1-200-3","14_P1-40-3","14_P1-60-3","12_P2-100-3","12_P2-20-3","12_P2-200-3","12_P2-40-3","12_P2-60-3","15_P2-100-3","15_P2-20-3","15_P2-200-3","15_P2-40-3","15_P2-60-3","17_P2-100-3","17_P2-20-3","17_P2-200-3","17_P2-40-3","17_P2-60-3","6_P2-100-3","6_P2-20-3","6_P2-200-3","6_P2-40-3","6_P2-60-3","8_P2-20-3","8_P2-200-3","8_P2-40-3","8_P2-60-3","20_P2-100-3","20_P2-20-3","20_P2-200-3","20_P2-40-3","20_P2-60-3"
"6_P1-20-3",-2.36077547797763,-1.88618906873763,2.18604631631869,-2.37880801622323,-3.61903699203945,-3.71028534330454,-1.7186733680867,1.90196405510762,-1.86565123688188,-1.6083102376597,-2.08183460446226,-0.547160243008987,-1.61475078419166,-1.17107286888689,-2.82748764568037,-1.56182637823854,-2.56034145482417,-0.972030955189013,-2.72174582259348,-1.69283653064023,-1.83831841489121,-2.65513491726753,-2.63090563383337,0.785092327917018,-1.97993950421075,-2.90124462065511,-1.73565482460783,0,-0.217526934986635,-0.422534106433771,-0.394924156651723,-1.23154720148369,-1.62128194815746,-1.36946243235637,-1.31317296307408,-1.30913271758423,-2.43412994827511,-1.25987059388018,-2.07686833441296,-2.84317098622145,-1.60489197339238,0.765479438143741,-1.57940188465151,-1.85703951333478,-1.89881148010312,-1.37166226408655,-1.87533251829006,0.782896574702026,-1.38741055741914,-1.21851346956995,-2.78931511341122,-3.04128812934161,-1.83741671733225,-1.62151407321987,-2.65232634360818,-1.94471621963711,-1.52056590232649,-2.22384011640692,-3.21087903585049,-2.94811970448564,-2.37118048938725,-3.47174412145925,-2.60564030257658,-3.27533846677672,-3.42584231377288,-2.67723754907316,-3.00665395190358,-0.508576240179304,-2.25466320617557,-1.97249838477993,-1.69261233094369,-2.1540460861384,0.144778059826264,-2.5800354193132,-2.88677368276531,-2.46949566167363,-2.45433350896207,1.49453244513514,-3.02316126897234,-3.32940093878777,-1.98090604490699,-1.95506774553502,-0.682434914671644,-2.46289040558421,-2.04215208275383,-1.93388485841393,-1.79849060554847,-0.560704095801837,-2.26291990687504,-2.74533624401455,-2.89294998341638,0.652086286533302,0.125441001210185,-1.86254647579436,0.5072081937036,-2.51250369602103,-1.09923203528004,-2.62554442660516,-2.46225400866,-1.9139460514988,-2.29044597534352,1.39758278116557,-2.39574555965005,-0.704223412693007
"6_P1-200-3",-1.72801239100073,0.840941049302059,-0.932420457223308,0.546803028129841,-0.748432104021603,-1.55558341385079,0.375606109065592,-1.40974889382537,0.118390584454808,-1.33912640651387,0.722771169405448,-3.59590071830927,-0.648253248238484,-0.423680965793866,-1.7641991785735,1.11312983185458,-2.8687556873339,-3.40631728287888,0.523245289301811,-0.620264246012489,0.728520518509927,-2.98139316566952,-1.42332360818381,-2.16707504377539,0.266222880729557,0.19478815907527,-2.65619249408815,-0.217526934986635,0,-0.859909139833239,-1.07528819580456,-0.20232676244622,-0.170698107157337,-0.932352001906795,1.23105078490167,1.56585875830216,-1.59166673341646,-2.30954212137521,-0.835564018000937,-0.642770780055122,0.990271082628714,-1.49084738510036,1.29890186679178,0.760516424139324,-0.952851066056337,-0.918301588579192,1.5113787284097,-3.71969934682921,8.40717022564494e-05,1.67768432025911,-1.77599687357319,-2.16713099860325,-2.50440241335676,-0.250042248432313,-3.38821485414903,-0.32592203952643,-2.21386205407371,-0.717649262860498,-1.87859973261332,-2.12239302078847,-1.92562238257147,0.548492779364412,-2.5722108787328,-0.0386746195410962,-0.0813627053673202,-2.51621551067695,-0.58385636914192,-2.08127017800185,0.270695027780942,-0.786934147348143,0.312815267823472,0.925357664421254,-1.30073362302743,0.673683077235439,-0.574629755650183,-3.54395498437065,0.295409869377575,-1.71355744626997,-0.400835585769332,-0.984171861004191,-1.18704182590529,0.775366207802315,-1.60697088736257,0.251069033533695,0.211842542307162,-1.09552153797165,1.5721506891613,-1.0444678133291,1.36261635654592,0.391776579386028,-0.614366452987891,1.73399020285303,-2.27693279140421,-0.597935779148573,0.847648392804266,0.029085698253325,-1.33953920128797,0.25223812296237,-0.68611669081338,-1.94608130108554,0.217161795927254,-0.407008932895787,0.317653908284253,2.18493835440876
"6_P1-40-3",-2.29725563475201,-1.37073622279985,1.843408382851,-2.37282429241822,-3.2743188555556,-3.5597393530684,-1.96460407615944,1.45424294558226,-2.20161291306332,-1.87263291909092,-2.15213011485624,-1.57205156445693,-2.08757080993806,-1.64748448550711,-3.81188625878741,-2.23667636418419,-3.52214417360474,-1.18839406980135,-1.85195525396455,-2.70296966666026,-1.85657815622601,-3.68420772393424,-2.8923679006022,0.104695611121836,-2.32429923715236,-2.25761679866909,-2.91351076396235,-0.422534106433771,-0.859909139833239,0,-1.06711176120558,-1.71857817623971,-1.97474528518299,-1.90364387710339,-1.43538460529836,-1.89814303616823,-3.32734340516986,-2.80144978958155,-2.71014787308971,-4.38868276711935,-2.1000606542569,0.547062750722169,-1.86685061446873,-2.4727402187044,-2.60083454676883,-2.45530248179971,-2.54773239847925,0.61253258455718,-1.96976838129314,-1.74748247124213,-0.900266797742859,-3.63218545955501,-1.74181408761559,-2.21782031876052,-3.62107805913341,-2.22930956295444,-1.76479231034663,-2.81821395000495,-4.17668174588522,-3.73882258866361,-3.34479501754032,-4.36963590721234,-3.52490278676934,-3.89569783599158,-4.20974672799663,-2.1825398965522,-3.80195993519927,0.652979093368205,-2.22904669228727,-1.68064649025449,-0.0237532079764647,-1.91354200724239,-0.569969637099268,-2.55977051274306,-3.38650700021315,-3.29554654229014,-3.17757995086411,1.80549130271045,-3.5159619334266,-4.20433677507699,-3.09576994939758,-1.97035424229381,-2.35353647342057,-2.43998198011389,-2.57204294065258,-1.44866884886149,-0.140002158698133,1.09230216080549,-1.34877373870071,-2.03088000051379,-4.21083802623823,0.0843700933537765,-0.674688718765432,-2.9563486044883,0.139207031436325,-3.31595296854918,-1.76477888644926,-3.08668380184568,-2.85243906262965,-2.44684150857647,-2.68879776253375,2.40353695396506,-2.58535222315701,-0.797852806267202
"6_P1-60-3",-1.51675437415894,-0.628296713550173,1.04620535875381,-1.84224242640666,-2.26158431875682,-2.75670910375131,-1.6309422714281,0.761402623915334,-1.82660017430494,-1.23220341713793,-1.9418394412121,-2.00123871303022,-1.48955425161728,-1.57732993783086,-2.85874592905686,-1.85826187684367,-2.20836171210156,-0.982965822370164,-1.48202325611509,-2.30463148893456,-0.858834347678269,-2.80353408227808,-2.53390388572027,-0.347664651427252,-1.6473779424867,-1.49123931489557,-2.87832671731213,-0.394924156651723,-1.07528819580456,-1.06711176120558,0,-1.59295490403865,-1.87337739093745,-1.32253376644613,-1.62662650782574,-1.41697840331899,-3.13550251415902,-2.63292426671333,-1.88136569046654,-3.04406652958201,-1.6275606400027,0.138672324292285,-1.32842021081642,-2.04630693680224,-1.83251011758417,-1.73800978345788,-2.33756955405215,-0.0877490326174589,-1.48298548332817,-1.48166434602122,-3.65120779545594,-3.94495105152768,-2.08621422037511,-1.79578902858811,-2.66231091696188,-1.28306829921149,-2.29129665737876,-1.91984428603735,-3.96416643237066,-4.05523582400256,-2.29026140254923,-3.0099073342659,-3.07015710291683,-3.01418870326766,-2.9998531713447,-2.54816296648802,-2.64376330614312,1.7407398448848,-1.9668733523405,-1.85914837441289,-2.01375896183297,-1.91414476650578,-1.14175425467288,-2.07653195551131,-2.35015399139903,-2.72426856432494,-2.02735796692287,1.89925157852948,-2.74234218209584,-3.25995621382845,-2.70723742619071,-1.30219561094324,-2.18862345949834,-1.90055928081122,-2.14096487441763,-1.19370393175439,-0.623599322277275,1.12742119598796,-1.35634572740906,-1.93242929430421,-3.47553444937842,1.15680588709393,-0.96372300523989,-1.58881614696851,0.507498789498647,-2.00188682892795,-1.90280121020103,-1.98708366145886,-2.24018131459077,-2.04723791673696,-1.97690349510087,2.21713739511505,-2.01865435856127,-0.93073772663989
"7_P1-20-3",-1.54732505974935,-0.0212987469528988,1.95270443811067,-1.7425687057793,-2.49457199405928,-2.37291749965661,-1.5591215024217,1.58814106791542,-1.35345036651317,-3.28051228070005,-1.95427838922044,-0.461531496648709,-2.76681006388599,-1.64551926765221,-2.59384616997317,-2.68379854227997,-2.29337144570928,-0.650299173007251,-2.31729243794143,-1.97064613461338,-2.6606044529587,-3.76281081466951,-2.13330590938862,-0.349931864726429,-2.66639229791247,-3.62702483653745,-2.02024990479789,-1.23154720148369,-0.20232676244622,-1.71857817623971,-1.59295490403865,0,-1.72323015983397,-2.89796085984518,-1.59862887116494,-2.59683328557426,-2.76616181965301,-1.05867595328665,-3.80565811826703,-3.51694619030305,-1.96444140296209,0.038299757138594,-2.26709227101675,-3.52701032107223,-3.24106833214099,-2.50451256189295,-2.95190189893181,1.52189962590128,-3.26524713845106,-0.861164807116223,-4.10301900734806,-3.8542390251919,-0.828300580535214,-3.28179025867019,-1.50723184854849,-1.78656518621376,-1.37316690220387,-2.24888455956689,-2.54189221781749,-2.45083612704378,-1.18330871871268,-2.5287517550025,-1.39555186493692,-2.4008712130022,-2.41348286921301,-1.52076096981832,-2.00705952584171,2.531086464984,-1.52040729642682,-1.44749692192346,-1.50850158880638,-1.66441538356052,-0.889061545639977,-1.85787888427376,-1.95152377582357,-1.55786372491339,-2.52534218796896,1.85274011156855,-2.51879276696978,-2.52349555670606,-1.44587826562822,-2.03293576781047,-1.36052011298736,-2.12174882010902,-2.00124477079837,-1.60972000180027,-1.31242504747071,1.91552465024587,-2.02711035997316,-2.20717464027665,-2.55642997590752,0.833134120246662,-1.07675340408915,-2.60832011985162,-0.229653042133944,-2.81925692156222,-1.29993325684502,-2.83181457871183,-2.36037421274226,-1.68231601798251,-1.80126859909004,1.66098132091275,-1.98995941982642,-1.15928937842598
"7_P1-40-3",-1.78965974596237,-0.677007066488256,2.17662126150213,-2.61838017697166,-3.09390437255411,-3.03444338520577,-1.84039067016583,2.65696095189182,-1.95123595609157,-3.67357238439646,-2.17020958340889,-0.442839236127476,-2.37407633816895,-0.478879899558024,-2.68489714723351,-2.6792386473983,-2.44244773679799,-0.538127474481236,-2.36349064057619,-1.92314645680744,-1.92839834824009,-3.7874319540268,-2.07899933970107,0.102483785469648,-1.5382154800247,-3.21703103357038,-1.74588626011879,-1.62128194815746,-0.170698107157337,-1.97474528518299,-1.87337739093745,-1.72323015983397,0,-2.07176575452045,-0.90749014009616,-3.0078818529359,-2.63109682054173,-0.688757439721921,-3.77644241083664,-3.69791000501659,-2.21309220978897,0.019527528914667,-2.05882288697435,-2.9338438362621,-3.30651515991256,-2.56209300166019,-2.8540721973558,1.41203906100389,-3.00888249638787,-0.67663228063478,-4.19584081310913,-4.07469262095616,-1.31722891226357,-4.16335123483954,-1.66629683415893,-2.10865895912535,-1.38205294212634,-2.63418425771584,-2.67774844463731,-2.66514276973982,-1.34260368728007,-2.72544193785777,-1.60766114531382,-2.53106956203934,-2.56798877102624,-1.62389993137109,-2.30638377619789,2.54523516032046,-1.7938680913771,-1.44022884314648,-1.30775835436926,-1.97183842236635,-0.0308293518526514,-1.98446900695389,-2.17644042267706,-1.26663225121933,-2.78884237415768,2.6810076097873,-2.72145729531994,-2.61675057195222,-1.35757299472441,-2.26833650889922,-0.760433106021702,-2.36398545059743,-1.91722879479216,-0.908498228418697,-1.02007935761562,2.38409144516555,-2.01889507679111,-1.83431272005883,-2.45509807957556,0.98789696181839,0.193490142250213,-0.598329730039101,0.422224721294348,-1.03794775733778,-0.605378575783473,-1.80237741979889,-2.33449950785391,-1.6529152399991,-2.08182040666485,2.4340287813264,-2.4289649535416,-0.958280742065651
"7_P1-60-3",-1.36174612995099,0.0545932733518047,1.07059919993398,-1.49227600475477,-2.0721029831168,-1.30695077578191,-1.74377167557273,1.41616895572907,-1.49554327085628,-2.25811323484854,-2.99754252988067,-0.746547315854713,-3.16126910967745,-1.04968678875857,-1.94780417087815,-3.61788896272615,-1.70890643513118,-0.822196790219805,-2.99613833453858,-1.81482795572488,-2.84595715759111,-3.6224992107711,-1.72210796144379,-0.517230278821793,-3.69846919386507,-3.63633108790846,-1.7555841299473,-1.36946243235637,-0.932352001906795,-1.90364387710339,-1.32253376644613,-2.89796085984518,-2.07176575452045,0,-2.5728537677901,-2.79452613847067,-3.96080178885941,-1.21135017574764,-3.35515398860616,-4.00605915050935,-2.47963894603853,-0.389362701193563,-2.72749237026675,-3.91193187236744,-2.93416379349212,-1.68702398890188,-3.28804106031291,0.787345887457982,-2.94025520773169,-2.11080223681221,-4.1123120046546,-2.81156656968121,-0.799090898948138,-3.04529247769272,-1.54792590893717,-1.8613697855977,-1.41625527919077,-2.33534505085235,-2.41676155505397,-2.28777256233237,-1.14671165190537,-2.57334155488711,-1.31503951299171,-2.35808662203338,-2.32092162568664,-1.41200916318398,-2.14887927649618,2.96909136835092,-1.49224557957169,-1.41449365177955,-1.43135966776778,-1.92652943893411,-0.84772726958968,-1.89459134429377,-1.97695941642678,-1.59942106510039,-2.71091794331679,1.80219928032713,-2.78461116541752,-2.62396045768441,-1.63110882131685,-2.15696852826627,-1.21240600048048,-2.24936458962474,-2.083006161588,-1.60948547948056,-1.59754569406729,2.02627895894291,-2.18701095278247,-2.21269270860953,-2.77743372008231,-2.8858066776862,-1.92557254347953,-3.7755934192083,-2.00536949902141,-3.45259686882158,-1.71508133659503,-3.08814420340686,-2.57973150996168,-1.90254288960483,-2.02052784501492,1.69552531843348,-2.21090831187884,-1.30060719655808
"10_P1-20-3",-0.0848498344412543,-0.541799701472772,2.15462934123538,-0.546610891439751,-1.52656544222954,0.427227220153397,-0.358056621167655,2.1768502182237,-0.300414777953467,1.83699216671119,-2.28065957910544,1.84532906691246,-2.17028001106886,0.190339769833244,-1.5224725691231,-2.92110631763702,-1.21299685804056,0.393178238196475,-0.3888260807972,-1.31019722118974,-3.20041013317717,-2.01392498787997,-1.81823611698152,-0.670858992680188,-1.97364728318027,-1.68038556764388,-1.5922268793603,-1.31317296307408,1.23105078490167,-1.43538460529836,-1.62662650782574,-1.59862887116494,-0.90749014009616,-2.5728537677901,0,0.486779325519981,-2.33619375055446,-0.750855429825017,-1.97179101978625,-1.31575951319893,-0.0650391746430176,1.75080345173736,-2.77516167324039,-1.56806658332672,0.448211289471326,-0.0502575630400318,0.163550775577802,1.25870966463314,0.670035994390856,-1.85551723837416,-2.20183325114457,-0.204526743693076,2.28026369988218,1.07749633865954,0.162350202683357,-1.81269528438551,1.06922289683401,-1.60914409574903,-2.05336772129755,-1.3065467876845,0.675459466536356,-1.88696317815707,0.445766233633588,-1.8948822324743,-1.38476782985205,1.17162332533836,-1.11249881508121,4.34182656873928,0.524013069031366,0.382034882654945,-0.47175849171823,-1.59478544291341,-0.645274778888594,-0.945705711842696,-0.86202233808194,-0.47068530375476,-1.91520535278933,1.78798021696809,-2.27342496829346,-1.64309407788528,0.188810610555664,-2.07775417707395,-0.213261025461172,-1.9129124314627,-1.47599659114683,-1.0308156690869,-1.95103301577939,2.63788681009918,-2.26956583600447,-1.62918073580314,-1.45788938085592,0.403751346519291,-0.797228349834779,-1.57158684659927,-1.67555234657071,-1.9954591497268,-0.82471480235631,-2.62369824317212,-1.79854000033401,0.820541456423471,-2.11376074578643,1.62420105576446,-2.28834042466154,-1.14860855538255
"10_P1-40-3",-0.966564749271171,0.451257236411083,3.61629665342404,-1.80196502030888,-2.29912620195626,-1.66460770811222,-1.67827003213576,3.70339137863455,-1.63993488374149,-2.26536031268348,-3.09850434259152,1.57681550880809,-1.07138520769281,-1.54334549898994,-2.22064354658445,-2.77585463700899,-1.7277238499664,0.914648987941153,0.208064126948397,-1.75154921621642,-1.62987144969558,-3.39185528481516,-1.76974621413024,0.827331657284134,-0.880417123584205,-2.69187815652715,-1.17694151614119,-1.30913271758423,1.56585875830216,-1.89814303616823,-1.41697840331899,-2.59683328557426,-3.0078818529359,-2.79452613847067,0.486779325519981,0,-2.44053370159869,1.4635713604606,-3.5354036542498,-2.34875905944262,-3.39996501738531,1.99270780567704,-2.90502632008228,-4.07308669942149,-2.3455656085963,-1.67901452461074,-3.8069312293098,2.28896469963695,-3.51841946582552,-1.92358822780582,-2.94536708575347,-2.53157721913101,-0.207590874058161,-3.38690542603082,-0.823333387667796,-1.6131088828383,-0.648659333076562,-2.33491331648383,-2.25270656606765,-2.08803191440681,0.0765844841234989,-2.5344677293968,-0.609688065735434,-2.29594833869066,-2.2375424930795,-0.272022715727726,-1.87205630808494,3.92671919278009,-1.18236686705831,-0.678959678567059,-1.08024888286836,-1.93885848398547,0.491157438851464,-1.5688046241171,-1.7280692052087,-0.676166704119162,-2.65780958246534,3.07444086833133,-2.41162826638443,-2.15836103899849,-0.546550428726301,-2.38684464453873,-0.00979359110633761,-2.41836096442605,-1.74440593012945,-1.24346104085386,-1.72773833054829,2.50548809705755,-2.23371321003401,-1.66812795075241,-2.20015847919571,0.665407169586014,-0.986392869629985,-2.53064135558607,-0.557787207021042,-2.92294669285749,-0.966278080176812,-2.67070647648065,-2.30720679435945,-0.282851280568695,-1.95043278604263,2.71165368654395,-2.27065909293787,-1.0012518708052
"7_P1-105-3",-1.02365644354602,-0.712781002192824,0.358553017381565,-1.31156848412694,-0.417736384046767,-0.537501594427599,-2.30177063102147,0.460196343359876,-1.5522943939609,-2.39295891172626,-2.88805782332579,-1.51714294705533,-2.84937285571898,-0.926168134670595,-4.11806620103801,-3.01344461275773,-3.91614060102747,-1.59364780479334,-1.78106774485992,-2.692809902654,-2.07631965483592,-2.70593156630817,-3.28987561016767,-2.17768843987906,-2.37796221408257,-2.71283958945481,-2.85935911292278,-2.43412994827511,-1.59166673341646,-3.32734340516986,-3.13550251415902,-2.76616181965301,-2.63109682054173,-3.96080178885941,-2.33619375055446,-2.44053370159869,0,-2.25981779846052,-3.39288742224677,-3.33844889114017,-2.69720253680623,-1.48570816588022,-2.97428963162743,-2.88433877254032,-3.26817525695558,-2.95075504551786,-2.94086132357182,-1.4477178359411,-2.83067332551695,-2.41313091003137,-3.19407576682536,-2.8884322472401,-1.6910680764989,-2.79468903513252,-1.84503282302744,-1.861549941529,-1.63534306072651,-2.1227939198397,-3.73198816407448,-3.29560987755813,-0.850169339689308,-2.52798692216529,-1.80157284651743,-2.57776622598146,-2.21447697207083,-1.3307966627223,-2.13519104340467,3.61080458845614,-1.86258850150792,-1.82232822466149,-2.27055657527793,-2.22641403638977,-1.85917502707697,-2.45258344918685,-2.16054497128288,-1.17182856156466,-1.65682712417548,1.08510444278101,-2.07017818410885,-1.84109770518695,-1.50656324625147,-1.78888947000742,-1.42229824159347,-1.95684602421007,-1.78630420460733,-1.2410695867294,-0.672366223430663,2.05860028877145,-1.37168218728964,-1.45095600480276,-1.82929352544964,0.059544199361407,0.0413566715188323,-0.80605533259346,-0.616833327701544,-0.932317838208308,0.398185989346022,-1.39546191378328,-1.60935716025996,-1.30128550401194,-2.16201599518315,1.01045822556267,-2.18838114177477,-1.57274323654208
"7_P1-200-3",-0.769116864986049,0.41273565662422,-0.132594985362145,0.243899363553557,-0.824375301292033,-1.61016188306505,-0.548971574435649,-0.632246433496771,0.000551951874906688,-1.03211267064562,-0.311436974261754,-2.62785646492831,-1.7067228376095,0.746686747102446,-2.33551588409349,-0.950378989421952,-2.67642206113303,-2.49403003515133,-0.0512992279282444,-1.69868299810277,-0.679491861039984,-2.58024439247073,-2.51797978592125,-1.70219548300526,-1.18343263355702,-1.5008341782225,-3.03426386492174,-1.25987059388018,-2.30954212137521,-2.80144978958155,-2.63292426671333,-1.05867595328665,-0.688757439721921,-1.21135017574764,-0.750855429825017,1.4635713604606,-2.25981779846052,0,-1.31434288612607,-1.88244374794646,0.205459962349498,-0.441709553878975,-0.150313651426087,0.200519173361155,-1.23887163774126,-0.41302875512515,0.709872717129272,-1.710663540299,0.0240348868177264,-0.966806659023951,-2.00537238645143,-1.90994360678084,-1.15257371062618,0.183153359552293,-2.50188851511182,-1.36272487963052,-1.5384342179165,-1.5469574447259,-2.35194777082998,-2.38616114705564,-1.86210578707019,-1.09487729032897,-2.29608473009683,-1.23668730294247,-1.09623490258959,-1.77949665228033,-1.48417362668117,0.942016067095045,-0.126112787551005,-1.35237748225118,-1.01798808414085,-0.75851061217828,-1.8990410491494,-0.36476638596851,-0.680638173390546,-3.06609258033144,-1.10113453411523,-0.39520143194691,-1.86093948583848,-2.4210953689331,-1.68183255473851,-0.586999867814341,-2.08946774345082,-0.82789099767692,-0.921668128261275,-1.0752094434703,0.00376344970106314,-0.207778593365954,-0.270959945086105,-0.332253572832508,-1.92541440211116,0.230707380588738,-2.42677885893102,-1.67526912793322,-1.03018051200935,-1.30193085291802,-2.25105660518204,-1.22370049457134,-1.50407936756565,-2.49677845245213,-1.131851139339,-0.134265217111409,-1.2367688980672,-0.521961449870587
"8_P1-100-3",-1.24746087871673,0.197412046025214,1.63171037958361,-1.85314409381508,-2.5979875495198,-1.90082431887025,-2.29598028114198,1.17708170736605,-2.04002911850206,-2.94934601348722,-3.30597650761993,-1.33248966361542,-2.87962305184052,-1.83536718845815,-2.36042807783639,-3.90574782254579,-2.16622535379873,-0.623419439892288,-2.71670066537779,-2.19723987850912,-2.73262605136191,-3.67118197760878,-2.04172671024625,-0.106120334280463,-3.33386878398093,-3.57398018100421,-1.94816481640951,-2.07686833441296,-0.835564018000937,-2.71014787308971,-1.88136569046654,-3.80565811826703,-3.77644241083664,-3.35515398860616,-1.97179101978625,-3.5354036542498,-3.39288742224677,-1.31434288612607,0,-3.48008952572975,-2.85085407156879,-0.0643039134080496,-3.7323412647173,-3.70101898465183,-3.33839180463729,-3.09328151696533,-3.18921042904449,0.863530346467592,-3.72749889940774,-1.92315835119881,-3.45360569425056,-3.49172821669517,-1.44531406386676,-3.66097544817193,-1.97524658265393,-1.8925023622655,-1.61646452924497,-2.47242852215683,-2.74209966167204,-2.72467273614002,-1.71030172329531,-3.1933518145429,-1.81929635933454,-2.91605496670462,-2.74289148059479,-2.05040415015842,-2.71685384261663,2.79647064555974,-2.64050169359998,-2.21789698500868,-1.80415538222002,-2.70504209853085,-0.381865616131249,-2.39048300152109,-2.41164698191685,-2.05759860236828,-2.97673896088089,2.37474881088792,-2.93039920484854,-3.10811509829605,-2.11223976146279,-2.60898602468097,-1.20509213578575,-2.73333990939789,-2.50274706492679,-2.27150729160408,-1.72409887711378,2.03687437260826,-2.72640962184203,-2.72822278437827,-3.0131848004186,0.408615927882292,-1.34812051573741,-2.63927813612596,-0.689292396263745,-2.9875591839297,-1.7520200478604,-3.02955787505386,-2.69620438232891,-2.27995707231329,-2.61392019373881,2.48381551633536,-2.73488659981474,-1.54597512114721
"8_P1-115-3",-1.42086017093434,0.00772011558140569,2.53873636816091,-2.44007883263716,-2.09973015090477,-2.40400063579056,-2.71043234533051,2.00166399415723,-2.93325251482936,-1.9293758237541,-2.77848780212832,-0.647975876022656,-2.50909086882248,-1.61874828515974,-4.00935517244084,-3.6454719816929,-3.51040078716757,-0.0811257998040227,-3.34384039322571,-3.82319984646221,-2.58166069982778,-3.55424599945267,-3.88371410343755,-0.204507048367072,-2.68965370464549,-3.06147224537508,-2.79225095642619,-2.84317098622145,-0.642770780055122,-4.38868276711935,-3.04406652958201,-3.51694619030305,-3.69791000501659,-4.00605915050935,-1.31575951319893,-2.34875905944262,-3.33844889114017,-1.88244374794646,-3.48008952572975,0,-2.95337187832462,0.48817140700008,-2.86612969919698,-3.46119468498954,-3.05720747797601,-2.46541916802334,-3.47372162682297,0.835989736272359,-2.51080730975046,-1.67746626252026,-3.71572854917925,-3.92794276345668,-1.23534690492561,-3.04924058647101,-0.370523830103809,-1.4303101530478,-0.746565610296063,-1.87582607049975,-4.17125282897677,-3.65427780739251,-0.436796468825377,-3.37620727695141,-1.92471775187612,-3.35359383675164,-3.33932163355964,-1.83647336577938,-3.50625691099995,2.99058526753692,-3.82887702403493,-2.59885674824092,-3.2331321887794,-2.98298517376255,-0.443239286351631,-3.64394534881048,-3.51192685390894,-1.85109893272859,-2.74183598540066,1.9304101737026,-3.29893996080566,-4.21397935580638,-2.23342991089384,-2.04771992551774,-1.64257239305548,-2.50278077952983,-3.31913761107266,-2.19253306401287,-1.74404727559968,1.0916997487897,-2.58232173239611,-2.93243820583043,-4.21286371288328,0.53778870775583,-1.28955756960608,-2.56690753757955,0.088295919288253,-2.76796182384108,-1.27797114159035,-2.87481596298708,-2.39678000077171,-1.42801238834854,-2.68803270705796,1.50947354294317,-2.7367817981106,-1.4234601016431
"8_P1-20-3",-1.34589366815419,-0.352410514922954,2.78653199966814,-2.44616592191454,-3.12189016491109,-0.925348558248961,-1.3115916132165,2.56833537624061,-0.733221423726462,-1.45381215409039,-2.68429213167469,1.04285046784894,-0.871937560374683,-0.856024025229322,-2.33679515316375,-2.70648019868618,-1.84075947136989,0.542602481908818,-0.428027411933408,-2.03830519357941,-1.89809384054567,-3.06821871179001,-1.94883531801864,0.561833616964967,-1.56298592960209,-2.48940115782733,-1.3999396612447,-1.60489197339238,0.990271082628714,-2.1000606542569,-1.6275606400027,-1.96444140296209,-2.21309220978897,-2.47963894603853,-0.0650391746430176,-3.39996501738531,-2.69720253680623,0.205459962349498,-2.85085407156879,-2.95337187832462,0,0.664278019306532,-3.23818377366701,-2.75894220402613,-2.72113380457767,-1.58490056527872,-2.09443120752745,1.75280377444702,-3.70803920701406,-1.29138910052381,-3.32901501461224,-2.33283032721423,-0.219181392472604,-3.58080000931166,-1.04521623259043,-2.24740557497876,-0.542312745893271,-2.81006203518515,-2.58864516025454,-2.50433087035024,-0.0123031880151368,-2.34931636808685,-0.392942514043006,-2.20873863244255,-2.00802157537009,-0.0109916408630603,-1.49097250017989,3.63529767254052,0.157970726648225,0.302614017976018,-1.04501395532567,-1.93124344413531,0.458725801740665,-1.35003431937522,-1.44828248523212,-0.931965927255912,-3.00985699428869,2.62485949594932,-2.7279029993099,-1.89967836951214,-0.299870975681301,-2.15893722658925,0.0204983656483902,-2.15580262500194,-1.19993308299874,-1.28481675204273,-1.55792593060883,2.20503331171467,-2.32318940993669,-1.72873910729423,-2.47607460479336,0.124890071073913,-1.14984678872704,-2.87718716651569,-0.981700749502235,-3.23123362150228,-1.14613882791342,-3.10885634761044,-2.64244705989812,-0.116611671091166,-1.87842473124494,2.6484873364689,-2.06503938001975,-0.495683585427311
