"","296-100-0.22","296-20-0.22","296-40-0.22","296-60-0.22","297-100-0.22","297-20-0.22","297-40-0.22","297-60-0.22","298-100-0.22","298-200-0.22","298-40-0.22","298-60-0.22","300-100-0.22","300-20-0.22","300-200-0.22","300-40-0.22","300-60-0.22","302-100-0.22","302-200-0.22","302-40-0.22","302-60-0.22","304-100-0.22","304-200-0.22","304-40-0.22","304-70-0.22","306-100-0.22","306-20-0.22","306-200-0.22","306-40-0.22","306-60-0.22","307-100-0.22","307-20-0.22","307-200-0.22","307-40-0.22","307-60-0.22","310-100-0.22","310-20-0.22","310-200-0.22","310-40-0.22","310-60-0.22","311-100-0.22","311-20-0.22","311-200-0.22","311-40-0.22","311-60-0.22","312-20-0.22","312-200-0.22","312-60-0.22","313-20-0.22","313-200-0.22","313-60-0.22","313-90-0.22","314-20-0.22","314-200-0.22","314-60-0.22","314-95-0.22","315-100-0.22","315-20-0.22","315-200-0.22","315-40-0.22","315-65-0.22","317-100-0.22","317-20-0.22","317-200-0.22","317-40-0.22","317-60-0.22","318-100-0.22","318-20-0.22","318-200-0.22","318-40-0.22","318-50-0.22","319-100-0.22","319-200-0.22","319-40-0.22","319-60-0.22","320-20-0.22","320-60-0.22","321-200-0.22","321-40-0.22","322-100-0.22","322-200-0.22","322-40-0.22","322-60-0.22","323-70-0.22","324-200-0.22","324-40-0.22","329-20-0.22","329-200-0.22","329-60-0.22","330-20-0.22","330-60-0.22","298-20-0.22","323-20-0.22","323-200-0.22","326-100-0.22","326-20-0.22","326-200-0.22","326-40-0.22","326-55-0.22","330-100-0.22","330-200-0.22","302-20-0.22","321-100-0.22","321-20-0.22","321-60-0.22","322-20-0.22","323-100-0.22","324-60-0.22","329-100-0.22","329-40-0.22","330-40-0.22","178-100-0.22","178-20-0.22","178-200-0.22","178-40-0.22","178-60-0.22","179-100-0.22","179-20-0.22","179-60-0.22","193-100-0.22","193-20-0.22","193-200-0.22","193-40-0.22","241-100-0.22","241-20-0.22","241-200-0.22","241-40-0.22","241-60-0.22","262-100-0.22","262-20-0.22","262-200-0.22","262-40-0.22","262-60-0.22","267-100-0.22","267-20-0.22","267-200-0.22","267-60-0.22","287-100-0.22","287-20-0.22","287-200-0.22","287-40-0.22","287-60-0.22"
"318-50-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.17,1,0.96,1,1,-0.58,0.77,0.98,0.64,-0.19,0.86,1,0.77,-0.35,1,0.96,1,0.97,-0.18,1,0.77,0.99,0.95,-0.13,0.99,0.68,0.99,0.98,0.94,0.98,0.55,0.99,0.99,0.96,0.99,0.98,0.92,0.87,0.99,0.92,0.95,1,0.99,-0.85,-0.42,0.98,0.98,0.58,-0.96,0.25,0.59,0.92,-0.98,-0.97,0.64,0.83,1,-0.37,0,0.21,0.97,-0.79,0,0.91,0.01,-0.16,0.92,0.82,0.32,0.97,0.74,0.52,0.25,0.82,0.84,0.84,0.96,0.93,0.91,1,1,1,0.99,0.99,1,1,0.98,0.81,0.46,1,0.57,0.99,0.67,0.96,0.49,0.85,0.85,0.86,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"319-100-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.76,1,0.28,1,1,0.57,-0.35,1,1,0.4,-0.64,1,1,0.91,1,-0.15,1,1,0.99,1,0.55,1,1,0.97,1,0.11,1,1,1,1,0.13,1,1,1,-0.06,1,1,-0.83,1,1,1,-0.87,1,0.85,-0.81,1,-0.72,1,0.81,-1,1,-0.98,0.07,-0.42,-1,1,0.62,1,0.21,0,-0.96,-0.12,-0.96,-0.27,0.88,0.56,1,-0.86,-1,1,1,0.99,-0.75,1,1,-0.21,1,1,1,1,1,0.87,0.97,1,0.52,1,0.99,0.92,-0.6,1,0.98,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,0.55,1,1,1,1,1,1,1,1,0.63,1,1
"319-200-0.22",1,1,1,1,0.99,1,1,1,1,0.99,1,1,0.98,1,0.41,1,1,0.99,0.16,1,1,0.88,-0.55,1,1,1,1,-0.26,1,1,1,1,0.84,1,1,1,1,0.17,1,1,1,1,0.13,1,1,1,-0.02,1,1,-0.44,1,1,1,-1,1,1,0.22,1,-1,1,1,-1,1,-1,0.85,0.31,-0.6,1,-0.22,1,0.97,-0.96,0,0.92,0.21,-0.46,0.98,0.98,1,-0.77,-0.98,1,1,1,-0.66,1,1,-0.05,1,1,1,1,1,0.18,0.97,1,0.03,1,1,0.99,-0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,1,-0.16,1,1,1,1,1,1,0.99,1,-0.24,1,1
"319-40-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.3,1,0.73,1,1,-0.53,0.51,1,0.98,0.16,0.58,1,0.99,0.25,1,0.96,1,1,0.79,1,0.91,1,1,0.62,1,0.48,1,1,1,1,0.36,1,1,1,0.94,1,1,0.6,1,1,1,0.98,1,0.13,-1,1,0.97,1,-0.19,-0.53,0.99,0.89,-0.75,-0.98,0.42,1,1,0.75,-0.79,-0.12,0.92,0,-0.99,0.82,0.29,-0.82,0.99,0.17,-0.51,1,0.51,0.62,0.09,0.92,0.61,0.24,0.93,0.96,0.79,1,1,0.99,1,1,1,1,1,0.06,-0.34,1,0.68,1,0.92,1,0.72,1,0.86,0.98,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"319-60-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.73,1,0.61,1,1,0.28,0.19,1,1,0.59,0.2,1,1,0.77,1,0.61,1,1,0.99,1,0.87,1,1,0.94,1,0.32,1,1,1,1,0.32,1,1,1,0.58,1,1,-0.16,1,1,1,0.63,1,0.73,-1,1,0.57,1,0.53,-1,1,0.09,-0.18,-0.78,-0.89,1,1,0.98,0,-0.96,0.21,-0.99,0,0.58,0.63,-0.15,1,-0.61,-1,1,0.9,0.93,-0.2,1,0.98,0.26,1,1,0.99,1,1,1,1,1,1,1,1,0.65,-0.36,1,0.92,1,1,1,0.98,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,0.99,1,1
"320-20-0.22",1,1,1,0.97,0.96,0.99,0.97,1,1,1,1,0.91,0.66,0.43,0.88,0.84,0.9,0.96,0.93,0.66,0.74,0.99,0.57,0.8,0.75,1,0.91,0.87,0.87,0.97,0.99,0.9,0.99,0.84,0.97,1,0.9,0.91,0.94,0.99,0.98,0.91,0.93,0.97,0.95,0.82,0.86,0.96,0.8,0.55,0.97,0.98,0.44,-0.54,0.88,0.89,0.87,0.9,-0.27,0.96,0.97,-0.53,0.28,-0.01,0.36,0.51,0.74,0.01,0.31,0.04,0.91,-0.27,-0.46,0.82,0.58,0,-1,0.15,-0.54,0.1,-0.37,-0.51,-0.67,-0.32,-0.29,0.24,0.06,-0.04,0.79,0.44,0.58,0.87,0.61,0.84,1,0.84,0.83,0.98,0.99,0.29,-0.21,0.71,0.7,-0.72,0.15,-0.46,0.33,0.41,0.74,0.54,0.37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47,1,1,1,1,1,1,0.99,1,0.42,1,1
"320-60-0.22",0.95,0.93,0.93,0.96,0.99,0.88,0.71,0.99,1,1,0.94,0.2,-0.26,-0.85,0.98,-0.77,-0.62,0.31,0.97,-0.39,-0.7,0.84,0.99,-0.15,-0.73,0.63,0.1,1,-0.05,-0.03,0.54,0,1,-0.11,0.1,0.83,0.12,0.99,0.17,0.47,0.27,0.3,1,0.34,0.38,0.06,1,0.47,-0.06,0.93,0.31,0.06,-0.51,0.99,-0.16,-0.29,0.96,-0.14,0.99,-0.1,-0.18,0.66,-0.72,0.98,-0.66,0.43,1,-0.9,0.99,-1,0.01,0.88,0.98,0.29,0.63,-1,0,-0.49,-0.96,0.86,0.68,-0.99,-0.97,-0.84,0.48,-0.61,-0.51,0.61,0.09,-0.24,-0.25,0.41,0.05,0.93,0.95,-0.03,1,0.35,0.54,-0.33,0.08,-0.38,-0.64,-0.99,-1,-1,-0.93,-0.53,0.49,-0.12,-0.13,1,0.99,1,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"321-200-0.22",0.96,0.9,0.92,0.96,0.98,0.96,0.87,0.98,1,1,0.98,0.84,-0.69,0.59,-0.11,0.86,0.78,-0.81,-0.16,0.78,0.16,-0.4,0.17,0.74,0.27,-0.14,0.97,0.71,0.94,0.9,0.17,0.94,0.55,0.93,0.89,0.05,0.97,0.18,0.95,0.92,0.92,0.89,0.38,0.95,0.94,0.84,0.94,0.95,0.93,0.98,0.98,0.94,0.76,1,0.93,0.39,0.57,0.95,0.99,0.6,0.24,0.53,0.51,0.99,-0.59,-0.27,0.92,0.6,0.99,0.02,-0.16,0.56,0.98,-0.82,-0.15,0.15,-0.49,0,-0.43,-0.5,0.39,-0.14,-0.91,-0.81,-0.45,-0.34,-0.49,-0.43,-0.35,-0.3,-0.51,0.66,0.82,0.72,0.94,0.72,0.99,0.92,0.73,-0.63,-0.46,0.88,-1,0.23,-1,-0.2,-1,-0.19,-0.68,-0.12,-0.26,1,1,1,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"321-40-0.22",0.81,0.2,0.32,0.52,0.99,0.3,-0.31,0.97,1,1,0.9,0.31,0.11,-0.85,1,0.22,0.37,0.73,1,0.35,0.09,1,1,0.37,0.31,1,0.87,1,0.81,0.91,1,0.84,1,0.73,0.94,1,0.83,1,0.84,0.86,0.83,0.67,1,0.82,0.88,0.65,1,0.9,0.75,1,0.94,0.95,0.49,1,0.87,0.84,1,0.91,1,0.9,0.95,1,-0.1,1,0.26,1,1,-0.06,1,-0.36,0.92,1,1,0.99,1,-0.54,-0.96,-0.43,0,1,0.99,-0.99,-0.99,-1,0.86,-0.67,-0.9,0.7,-0.67,-0.71,-0.42,-0.34,-0.47,0.98,0.98,-0.29,1,0.15,0.74,-0.6,0.42,0.45,0.71,-1,-1,-1,-0.4,-0.9,0.05,-0.77,-0.68,1,0.93,1,0.97,0.99,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"322-100-0.22",1,1,1,1,0.99,1,1,1,1,0.99,1,1,0.62,1,-1,1,1,0.72,-0.55,1,1,0.37,-0.96,1,1,0.8,1,-0.67,1,1,0.98,1,-0.25,1,1,0.95,1,-0.6,1,1,1,1,-0.55,1,1,1,-0.98,1,1,-0.38,1,1,1,-0.34,1,0.99,-0.05,1,-0.49,1,0.97,-0.84,0.99,-0.46,0.41,-0.23,-0.87,1,0.4,1,0.82,-0.86,-0.77,0.17,-0.61,0.1,0.86,-0.5,1,0,-1,1,0.85,0.93,-0.94,0.99,0.9,-0.61,0.93,0.97,0.81,1,1,0.74,1,1,0.25,1,1,0.46,-0.63,1,0.45,1,0.97,1,0.78,1,0.81,1,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.55,1,1,1,1,1,1,1,1,0.39,1,1
"322-200-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.45,1,-0.67,1,1,0.45,-0.68,1,0.91,0.13,-0.84,1,0.97,0.4,1,-0.75,1,1,0.84,1,-0.63,1,1,0.68,1,-0.46,1,1,1,0.98,-0.27,0.99,0.99,0.99,-0.95,1,1,-0.98,1,1,0.99,-0.51,1,0.83,-0.96,1,-0.74,0.98,0.69,-1,0.86,-0.97,0.08,-0.6,-1,0.98,0.61,0.9,0.32,-1,-0.98,-0.51,-1,-0.37,0.68,0.39,0.99,-1,0,0.99,0.93,0.96,-0.72,0.96,0.92,-0.17,0.93,0.91,0.83,1,1,0.95,0.98,1,0.12,1,0.98,0.78,-0.32,1,0.16,1,0.96,1,0.73,0.99,0.81,0.95,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,0.68,1,1,1,1,1,1,1,1,0.73,1,1
"322-40-0.22",0.96,0.76,0.82,0.91,1,0.73,0.53,1,1,1,0.99,0.66,0.51,-1,1,-0.89,-0.55,0.93,1,-0.44,-0.12,1,1,-0.31,-0.04,1,-0.26,1,-0.3,0.07,0.99,-0.2,1,-0.35,0.07,1,-0.26,1,-0.23,0.11,0.07,-0.31,1,-0.16,-0.16,-0.41,1,-0.06,-0.46,1,0.01,0.28,-0.59,1,-0.18,0.82,1,-0.1,1,0.1,0.92,1,-0.79,1,0.39,1,1,-0.84,1,-0.6,0.97,1,1,1,1,-0.51,-0.99,-0.14,-0.99,1,0.99,0,-1,-0.94,0.93,-0.34,-0.42,0.94,0.06,-0.26,0.02,0.29,-0.18,1,1,0.26,1,0.69,0.96,-0.15,0.78,-0.59,0.53,-1,-0.97,-1,0.01,-0.4,0.69,-0.1,-0.09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"322-60-0.22",0.81,0.71,0.77,0.87,0.99,0.77,0.52,1,1,1,0.89,0.22,-0.17,-0.94,0.97,-0.52,-0.41,0.31,0.96,-0.28,-0.23,0.9,0.91,-0.23,-0.43,0.75,-0.05,1,-0.13,0.13,0.65,-0.06,1,-0.2,0.22,0.91,0.05,0.94,0.05,0.35,0.38,-0.11,0.97,0.04,0.02,-0.25,1,0.15,-0.28,0.99,0.27,0.5,-0.52,1,-0.1,0.7,1,0.03,1,0.18,0.68,0.99,-0.6,1,-0.31,0.8,1,-0.72,1,-0.78,0.74,1,1,0.51,0.9,-0.67,-0.97,-0.91,-0.99,0.85,0.93,-1,0,-0.91,0.48,-0.48,-0.56,0.67,-0.14,-0.4,-0.1,0.11,-0.13,0.97,1,0.33,1,0.74,0.87,-0.49,0.45,-0.3,-0.78,-1,-1,-1,-0.94,-0.55,0.4,-0.18,-0.21,1,0.96,1,0.97,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"323-70-0.22",0.89,0.81,0.86,0.93,0.96,0.87,0.47,0.96,1,1,0.91,0.5,-0.29,-0.89,0.98,-0.85,-0.65,-0.14,0.94,-0.43,-0.72,0.77,1,-0.5,-0.96,0.79,0.41,1,0.26,0.18,0.77,0.26,1,0.06,0.34,0.93,0.33,1,0.25,0.48,0.4,0.13,1,0.23,0.28,0.04,1,0.36,0.03,1,0.49,0.59,-0.08,1,0.44,0.55,1,0.55,1,0.43,0.76,0.98,-0.15,1,-0.12,0.76,1,-0.27,1,-0.68,0.52,0.99,1,0.62,0.93,-0.32,-0.84,-0.81,-1,0.93,0.96,-0.94,-0.91,0,0.26,-0.96,-0.67,0.26,-0.46,-0.5,-0.47,0.07,-0.37,0.88,0.9,-0.37,1,-0.04,0.21,-0.68,-0.05,-0.49,-0.71,-0.99,-1,-1,-1,-1,-0.21,-0.7,-0.64,0.99,0.97,0.99,0.96,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"324-200-0.22",1,1,1,0.94,0.9,1,1,1,0.81,0.82,1,0.98,-0.18,0.98,-0.98,1,0.94,-0.17,-0.95,0.97,0.61,-0.54,-0.91,0.97,0.78,0.21,1,-0.58,0.99,0.98,0.56,0.99,-0.12,0.98,0.98,0.38,1,-0.44,1,0.96,0.97,0.93,-0.24,0.96,0.98,0.94,-0.75,0.99,0.98,-0.14,1,1,0.94,-0.45,1,0.63,-0.13,0.99,-0.62,0.91,0.46,-0.43,0.73,-0.39,-0.07,-0.71,-0.13,0.83,-0.28,0.81,0.25,-0.75,-0.66,0.09,-0.2,-0.29,0.48,-0.45,0.86,-0.94,-0.72,0.93,0.48,0.26,0,0.49,0.43,-0.85,0.49,0.54,0.36,1,0.94,-0.2,0.57,0.95,-0.62,0.98,0.5,0.19,-0.62,0.99,0.12,0.51,0.52,0.96,-0.17,0.7,-0.05,0.65,0.49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.88,1,0.99,0.94,0.91,0.08,1,1,1,1,0.99,1,0.93,0.94,0.07,0.99,1
"324-40-0.22",0.96,0.94,0.94,0.97,0.99,0.91,0.58,0.99,1,1,0.95,0.81,0.21,-0.56,1,-0.71,-0.5,0.38,1,-0.78,-0.7,0.95,1,-0.85,-1,0.93,0.78,1,0.72,0.65,0.98,0.71,1,0.54,0.69,0.99,0.58,1,0.43,0.56,0.44,0.38,1,0.55,0.54,0.44,1,0.68,0.59,1,0.8,0.61,0.43,1,0.79,0.8,1,0.84,1,0.85,0.92,0.96,0.22,1,0.28,0.97,1,0.1,1,0,0.82,1,1,0.92,1,0.24,-0.61,-0.34,-0.67,0.99,0.96,-0.34,-0.48,-0.96,0.49,0,-0.79,0.5,-0.19,-0.22,-0.18,0.18,-0.51,0.98,0.74,-0.99,1,-0.97,-0.29,-0.63,0.16,-0.82,0.93,0.14,0.13,-0.64,-0.05,-1,0.41,-0.38,-0.17,1,0.98,1,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"329-20-0.22",-0.48,-0.53,-0.54,-0.41,-0.16,-0.64,-0.99,-0.21,0.68,0.91,-0.49,-0.95,-0.29,-0.37,0.85,0.59,0.55,0.38,0.94,0.55,0.4,0.9,0.99,0.62,0.38,0.98,0.93,1,0.91,0.94,1,0.9,1,0.9,0.97,1,0.91,1,0.93,0.98,0.96,0.89,1,0.94,0.96,0.93,1,0.98,0.9,1,0.98,0.99,0.77,1,0.95,0.93,1,0.95,1,0.93,0.97,0.96,0.64,1,0.21,0.8,1,0.45,1,0.24,0.84,1,1,0.61,0.98,0.06,-0.51,-0.49,-0.9,0.9,0.92,-0.42,-0.56,-0.67,0.43,-0.79,0,-0.57,-1,-1,-1,-1,0.04,0.94,0.98,-0.46,1,-0.1,0.74,-0.98,-0.68,0.76,0.64,-0.11,-0.24,-0.9,-0.23,-0.9,-1,-1,-1,-0.03,-0.46,0.02,-0.39,-0.31,0.87,0.51,0.78,0.99,0.95,0.99,0.97,1,0.87,1,0.99,1,0.98,0.99,0.99,0.92,0.94,0.86,0.88,0.99,0.92,1,0.97,0.99,0.95,0.97
"329-200-0.22",0.92,0.85,0.91,0.67,0.62,0.97,0.87,0.97,0.92,0.93,0.96,0.96,0.39,0.99,-0.55,1,1,0.61,0.01,1,0.97,0.7,-0.31,1,0.95,0.97,1,0.27,1,1,1,1,0.89,1,1,1,1,0.53,1,1,1,1,0.38,1,1,1,0.36,1,1,0.53,1,1,1,-0.06,1,0.98,0.39,1,0.05,1,0.96,-0.09,0.99,0.07,0.52,-0.14,0.51,1,0.42,0.96,0.84,-0.21,-0.05,0.24,0.26,-0.04,0.61,-0.43,0.7,-0.61,-0.17,0.94,0.67,0.26,-0.85,0.5,-0.57,0,-0.4,-0.24,-0.56,0.63,1,0.53,0.99,0.99,0.23,1,0.99,-0.9,-1,1,0.53,0.87,0.75,0.93,0.37,0.81,-0.93,0.02,-0.19,0.9,0.98,0.78,0.97,0.97,1,1,1,1,1,1,1,1,1,0.99,1,1,0.94,1,0.35,1,1,1,1,1,1,0.93,1,0.33,1,1
"329-60-0.22",-0.1,-0.42,-0.33,-0.16,0.67,-0.19,-0.85,0.28,0.99,1,-0.06,-0.01,0.09,0.16,0.99,1,0.99,0.77,0.99,1,0.9,1,1,1,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,0.95,0.96,1,0.68,0.98,1,0.99,1,0.69,0.96,1,1,0.93,1,0.79,0.09,-0.35,-0.67,0.93,0.93,0.06,-0.14,-0.46,0.49,-0.19,-1,-0.4,0,-1,-1,-0.86,0.84,0.96,0.99,0.58,1,0.76,0.97,-1,-0.79,1,0.98,0.43,-0.12,-0.52,0.36,-0.03,-1,-1,-1,0.92,0.65,0.87,0.68,0.8,0.99,0.77,0.99,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,0.99,0.99,1,1,1,1,1,1,1
"330-20-0.22",-0.49,-0.53,-0.45,-0.32,0.25,-0.57,-0.91,-0.17,0.9,0.99,-0.52,-0.44,0.03,-0.06,0.99,1,0.97,0.71,0.99,1,0.79,0.99,1,1,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97,1,1,1,1,1,0.93,0.91,1,0.58,0.99,1,0.97,1,0.35,0.93,1,1,0.96,1,0.44,-0.24,-0.3,-0.71,0.97,0.91,-0.26,-0.4,-0.5,0.54,-0.22,-1,-0.24,-1,0,-1,-0.95,0.95,0.99,0.99,0.73,1,0.92,0.98,-1,-0.51,1,0.99,-0.01,0.26,-0.63,0.38,0.05,-0.99,-1,-1,0.75,0.16,0.55,0.12,0.39,0.92,0.19,0.81,1,0.96,1,0.99,0.99,0.91,1,1,1,0.97,1,1,0.95,0.97,0.92,0.95,0.99,0.97,1,0.99,1,0.98,0.99
"330-60-0.22",-0.2,-0.47,-0.4,-0.29,0.54,-0.57,-0.89,0.12,0.97,1,-0.25,-0.19,-0.01,0.3,0.97,0.99,0.98,0.65,0.98,0.99,0.85,0.99,1,0.99,0.91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97,1,1,1,1,0.99,0.89,0.97,1,0.49,0.86,1,0.96,1,0.7,0.91,1,1,0.79,0.99,0.58,-0.25,-0.51,-0.42,0.81,0.83,0.02,-0.1,-0.47,0.36,-0.18,-1,-0.56,-1,-1,0,-0.86,0.94,0.91,0.99,0.72,1,0.92,0.95,-1,-0.81,0.99,0.86,0.65,0.05,-0.11,0.09,-0.17,-1,-1,-1,0.64,0.21,0.63,0.33,0.48,0.98,0.69,0.94,1,1,1,1,1,0.99,1,1,1,1,1,1,0.99,1,0.99,1,1,1,1,1,1,1,1
"298-20-0.22",-0.8,-0.89,-0.92,-0.82,-0.27,-1,-1,-0.78,0.24,0.87,-0.94,-1,0.4,0.44,1,1,1,1,1,1,0.98,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,1,0.97,1,1,0.98,1,0.92,1,1,1,1,1,0.87,0.41,0.66,-0.34,1,1,0.29,0.11,0.07,1,0.18,-1,0.63,-0.86,-0.95,-0.86,0,0.85,1,1,0.69,1,0.94,1,-0.89,0.24,1,1,0.88,0.91,-0.02,0.96,0.28,-0.37,-0.98,-0.9,-0.15,-0.65,-0.05,-0.57,-0.4,0.64,-0.22,0.38,0.91,0.63,0.92,0.77,0.94,0.45,1,0.88,0.97,0.77,0.87,1,0.62,0.7,0.4,0.5,0.91,0.62,0.94,0.85,1,0.74,0.83
"323-20-0.22",1,1,1,1,1,1,0.95,1,1,1,1,0.95,0.97,0.1,1,0.35,0.53,1,1,-0.5,0.13,1,1,-0.29,0.62,1,0.84,1,0.81,0.91,1,0.73,1,0.58,0.9,1,0.81,1,0.75,0.8,0.69,0.46,1,0.66,0.66,0.43,1,0.72,0.24,1,0.84,0.93,0.28,1,0.84,1,1,0.88,1,0.98,1,1,0.32,1,0.96,1,1,0.15,1,0.68,1,1,1,1,1,0.61,0.05,0.82,-0.47,1,1,-0.18,-0.13,-0.37,0.94,-0.51,0.04,1,0.84,0.95,0.94,0.85,0,0.47,0.65,-0.91,1,-0.81,-0.11,0.2,0.54,-0.27,1,0,0.72,-0.69,0.89,-0.11,0.99,0.59,0.91,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"323-200-0.22",1,1,1,0.9,0.91,1,1,1,0.92,0.67,1,1,0.93,1,0.72,1,1,1,0.97,1,1,1,0.44,1,1,1,1,0.74,1,1,1,1,0.99,1,1,1,1,0.82,1,1,1,1,0.88,1,1,1,0.6,1,1,0.98,1,1,1,0.44,1,1,1,1,0.43,1,1,0.98,1,0.89,0.91,0.19,1,0.99,-0.75,1,1,0.87,0.18,0.99,1,0.84,0.93,0.72,0.98,0.74,0.95,1,0.97,0.88,-0.2,0.98,0.94,0.53,0.96,0.99,0.91,1,0.47,0,-0.56,0.7,-0.81,0.72,-0.13,0.81,0.05,1,0.91,0.69,0.93,1,0.73,1,0.78,0.97,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.84,1,1,0.99,0.73,0.01,1,1,1,1,1,1,0.98,0.95,0.15,0.98,1
"326-100-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,0.99,0.99,0.98,0.96,1,0.97,1,0.98,0.99,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,0.98,1,1,0.99,1,0.98,0.86,0.8,1,0.99,0.81,0.98,0.99,0.97,0.97,1,1,1,0.95,0.94,0.98,1,0.98,1,1,0.9,0.57,0.74,0.98,0.99,0.99,0.99,0.99,1,0.65,-0.56,0,0.2,0.48,0.21,-0.8,0.95,0.68,1,0.97,1,0.93,0.99,0.79,0.83,0.96,0.98,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"326-20-0.22",1,1,1,1,1,1,0.86,1,1,1,1,0.98,0.86,0.13,1,0.13,0.42,0.97,1,-0.71,-0.25,1,1,-0.59,-0.51,1,0.97,1,0.98,0.97,1,0.97,1,0.94,0.98,1,0.98,1,0.95,0.98,0.89,0.9,1,0.95,0.94,0.9,1,0.94,0.74,1,0.98,0.95,0.78,1,0.97,0.99,1,0.99,1,1,1,1,0.65,1,0.78,0.99,1,0.48,1,0.64,0.99,1,1,1,1,0.84,-0.03,0.72,-0.29,1,1,0.26,0.33,-0.37,0.95,-0.99,-0.46,0.99,0.58,0.73,0.72,0.69,-0.91,0.7,0.2,0,1,-1,-0.63,-0.16,0.29,-0.42,1,0.63,0.72,-0.26,0.72,-1,0.89,0.22,0.63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"326-200-0.22",1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,0.75,1,1,1,0.7,1,1,1,-0.02,1,1,1,1,0.29,1,1,1,1,0.97,1,1,1,1,0.48,1,1,1,1,0.62,1,1,1,0.34,1,1,0.78,1,1,1,-0.17,1,1,0.99,1,0.17,1,1,0.29,1,0.29,0.99,0.88,0.91,1,-0.93,1,1,0.52,0.03,1,1,0.83,1,0.99,1,0.25,0.12,1,1,1,-0.62,1,1,0.23,1,1,1,1,1,-0.81,0.48,1,0,1,0.99,1,-0.06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,0.24,1,1,1,1,1,1,1,1,0.42,1,1
