"","1_P1-100-0.22","1_P1-20-0.22","1_P1-200-0.22","1_P1-40-0.22","1_P1-60-0.22","2_P1-100-0.22","2_P1-20-0.22","2_P1-200-0.22","2_P1-40-0.22","2_P1-60-0.22","3_P1-20-0.22","3_P1-200-0.22","3_P1-40-0.22","3_P1-60-0.22","4_P1-90-0.22","4_P1-20-0.22","4_P1-100-0.22","4_P1-200-0.22","4_P1-40-0.22","4_P1-60-0.22","5_P1-20-0.22","3_P1-90-0.22","5_P1-100-0.22","5_P1-200-0.22","5_P1-40-0.22","5_P1-90-0.22","6_P1-100-0.22","6_P1-20-0.22","6_P1-200-0.22","6_P1-40-0.22","6_P1-60-0.22","7_P1-20-0.22","7_P1-40-0.22","7_P1-60-0.22","10_P1-20-0.22","10_P1-40-0.22","7_P1-105-0.22","7_P1-200-0.22","8_P1-100-0.22","8_P1-115-0.22","8_P1-20-0.22","8_P1-200-0.22","8_P1-40-0.22","8_P1-60-0.22","9_P1-100-0.22","9_P1-120-0.22","9_P1-20-0.22","9_P1-200-0.22","9_P1-40-0.22","9_P1-60-0.22","10_P1-100-0.22","10_P1-120-0.22","10_P1-200-0.22","10_P1-60-0.22","11_P1-100-0.22","11_P1-20-0.22","11_P1-200-0.22","11_P1-40-0.22","11_P1-60-0.22","11_P1-70-0.22","12_P1-100-0.22","12_P1-20-0.22","12_P1-200-0.22","12_P1-40-0.22","12_P1-60-0.22","13_P1-100-0.22","13_P1-20-0.22","13_P1-200-0.22","13_P1-40-0.22","13_P1-60-0.22","14_P1-100-0.22","14_P1-20-0.22","14_P1-200-0.22","14_P1-40-0.22","14_P1-60-0.22","6_P2-20-0.22","12_P2-100-0.22","12_P2-20-0.22","12_P2-200-0.22","12_P2-40-0.22","12_P2-60-0.22","15_P2-100-0.22","15_P2-20-0.22","15_P2-200-0.22","15_P2-40-0.22","15_P2-60-0.22","17_P2-100-0.22","17_P2-20-0.22","17_P2-200-0.22","17_P2-40-0.22","17_P2-60-0.22","17_2_P2-20-0.22","6_P2-100-0.22","6_P2-200-0.22","6_P2-40-0.22","6_P2-60-0.22","8_P2-100-0.22","8_2_P2-100-0.22","8_P2-20-0.22","8_P2-200-0.22","8_P2-40-0.22","8_P2-60-0.22","20_P2-100-0.22","20_P2-20-0.22","20_P2-200-0.22","20_P2-40-0.22","20_P2-60-0.22"
"6_P1-100-0.22",-1.78238783303426,2.65559246833183,-1.3445388676105,2.08243456132336,1.79822371868745,-2.84876587540989,-1.49758690733744,-2.3275818811559,-1.59711396397766,-2.39018653925574,4.27655716545951,-3.41220144095276,-1.6521303249497,-1.94065935788685,6.23873615566376,4.46871612277167,-2.52796733540114,-4.19404568497894,4.3754616576768,6.90080949945475,5.58934399395671,-2.84542092257504,3.79326674704871,-1.38773223697708,-2.25517555114581,3.66720845513724,0,4.40139304276497,-1.63194644307783,-2.78975753380202,-2.69786263612721,3.62045443088825,-2.10840010020424,-2.17507579412768,6.77378040452007,-1.62078294932925,-3.20390260563225,-2.4776658103593,2.39955458786235,4.43675816659132,2.62416500643659,-2.49679588843103,2.34939501203868,1.52602885157768,-2.09516171975911,-1.76336074675086,3.15369858880506,-3.46443710173051,3.31081642883105,2.82628168163825,-2.36569093409734,-2.9012087501183,-3.64407506693568,-1.41932762553077,-3.11506398278435,-2.21935759593169,-3.90601764648033,-1.88891108260631,-4.12042226675254,-3.16451694984901,-2.12729496526346,-1.39262187377558,-2.83972988528219,-1.11380303157102,-1.08782688775006,-2.71047158274343,-0.543058985246837,-2.03928850138651,-0.910121600410619,-1.39168443935864,-0.77428710641362,2.57892604518526,-2.91217877976091,-1.55849307562572,-1.33836518759384,7.59130240593516,-2.86297233021763,-1.52670530541299,-0.773712346106386,3.25698902179118,-2.10574182238965,-2.42749482080602,3.42890740157691,-1.61814086826311,6.08746482433191,-1.65623248356948,-2.12207292004269,9.59508033524875,-3.50418146767622,6.76112530340432,3.7851669837668,4.46691024852745,-3.27873979042129,-3.17072566658467,2.91603519910423,3.55909962679617,-3.7620158525242,-3.45412633705751,3.9370636244009,-3.38114484999335,3.24589318925589,2.40986062461204,-2.71904075505167,4.32939117624142,-2.68499335303731,4.73681324077966,-1.18683558236008
"6_P1-20-0.22",1.56337920622398,-1.90210069948495,7.96487103581592,-2.14448218877402,-3.41179169328044,-2.8842758381726,-2.01292862977656,6.03237166012364,-1.78102025360087,-2.92700038388513,-2.18497639489899,11.6427312553162,-2.15886318653683,-2.37517602674898,-3.785513901499,-3.26115987344397,-3.34774614094561,4.03809292425006,-2.79110930488273,-3.66492379663075,-3.78305193305636,-3.32643144666772,-3.10008551693922,9.9881192856386,-3.11433401060169,-3.78869229158326,4.40139304276497,0,6.03121338627259,-0.8317891655951,1.29051319324327,-2.34600387237777,-1.95947597941957,-1.8971819870353,-1.90278035089966,-2.33654645924717,-3.09697180261628,0.651664042912843,-2.45235391320179,-4.1946560526105,-2.17500483049618,5.16310718631448,-2.30117326790721,-2.03853432931856,-2.77732469894026,-1.94700959242722,-2.0650845055314,2.83815087826382,-1.94494837918596,-2.61058978884562,-3.12051152898165,-4.24085435810197,4.30759724810872,-2.22977854415831,3.92909298894194,-3.67004358106914,7.34190303386662,-2.49023941189641,-2.99455615357569,0.700161500881158,1.18701546873878,-3.10226502353041,3.09719727136939,-2.7774316292848,-2.50112496441945,2.32347747294994,-3.07722555844105,4.62137812766271,-2.622492749566,-2.44293979908571,-0.847826408497161,-2.76768510637298,2.71557149380536,-2.61626695719657,-2.69417151302744,-1.8506320440074,1.90103046630834,-3.92908634872655,7.67143173774248,-4.03088768362608,-3.30237979329513,-1.95217524203962,-3.75049937039654,5.6310371740424,-3.36874419317319,-3.58061445382527,-2.20142355404478,-3.01626097141813,1.37064795633883,-1.859900142835,-3.70965082604463,-1.81603912419083,-4.00469733404708,1.60102530411786,-2.86291859838902,-3.26112886212868,-4.00527709861298,-4.02436368208797,-2.75786803845859,4.76485882520434,-2.66058461711116,-3.59989024692836,-0.0800519057396372,-3.86768955187822,2.87277559535725,-3.89284229294646,-3.29779180510801
"6_P1-200-0.22",3.35393790302336,6.3634432553729,2.42382457278085,5.81841793515085,6.79025412687647,2.33513955687146,3.78387484938093,-1.39657940939105,2.93394483226043,2.28443723018169,6.35996201835175,-0.329819194053672,3.8805717284956,3.01711763448764,6.85347168173393,6.9999009363232,3.26174721465501,-2.3872978407752,7.6761835010201,7.92777980627947,7.48437644619393,0.524761201078236,5.68368312028162,-1.96874966965306,0.740814864554663,4.1670291120353,-1.63194644307783,6.03121338627259,0,1.50899478576253,2.61810261775745,5.66041837247727,3.06277370865384,2.76876087087905,9.2774855251028,2.5880176303335,1.58088310650155,2.74018191239067,5.77590914784441,4.9186759674642,6.10708227171374,0.861119740430732,6.15998039212954,5.60112900387891,4.29300859065027,3.79691143384197,5.96766980001759,0.0396916554370672,7.17544723349283,5.73602442028314,5.46585165123678,3.39552601647308,1.14713003097609,4.29841255127182,1.32901242952626,3.14818390999212,-2.4048697707767,3.38296550314224,0.679282135643442,2.83247953017856,-1.02708806641552,1.25035330769864,-1.30063225991629,0.0649668119701139,0.10629182905443,-1.52226367489613,1.13331379279119,-2.46479679858258,1.34828369188381,-0.391246694812527,-0.775650574861343,1.9653591887014,-1.8835643323407,-0.675652083653693,-0.723693618901336,6.9836799090929,-1.08650130011732,3.64675836075954,-2.09221132393022,6.99113506593146,1.18975091159475,-1.76224057260931,6.09005268473957,-2.52864372405874,6.84583051803178,1.33698979403746,-1.1075734138438,8.73168329633337,-3.23953354355934,5.01111401046751,4.15795946568501,4.40205724116773,4.17709047863707,0.837596809445508,6.10428136940415,7.12636742553628,3.20983992793601,3.83152116269515,6.87144216306638,-0.240125712669059,7.32641926970865,6.25837283308666,-1.48467722748278,6.31383012965961,-2.79961472363559,6.25390553591958,0.376798326676959
"6_P1-40-0.22",-2.44303898211708,-1.67143542030449,-1.20014670531029,-1.9515096305144,-2.99848653924882,-4.25089431627194,-2.14952249261672,-1.01582685909074,-1.93439590117846,-3.08449499691937,-1.92175731208332,-1.4188305548087,-1.91351716573135,-2.39663655382788,-3.92310094113535,-2.50114360748454,-4.32088452085433,-2.94253758382956,-2.33121761722954,-3.73962075925457,-2.53310997325826,-4.61307714745894,-3.81903311049912,2.02187672719454,-3.22393251592931,-2.83680351339621,-2.78975753380202,-0.8317891655951,1.50899478576253,0,-3.50050345119554,-2.10851671889454,-2.08674473702128,-1.90615327397087,-0.59640328741039,-2.15170974458581,-4.19851083137587,-2.34458369778879,-2.29717708911538,-3.77205322297742,-2.01554245256544,-1.61812049279424,-2.04428019813058,-1.82280525000883,-3.04370883981494,-2.0184714263541,-1.92179771844968,-1.92211634063076,-1.76024062845873,-2.51135857627665,-3.58120659490053,-5.15884805322569,-3.64458020729771,-2.14410231208364,-3.67463758141913,-3.32413983559191,-3.3491064007128,-2.71854440396324,-5.123065741844,-5.30111578534278,-3.09940071833131,-2.76403942285911,-3.55961889229917,-2.52107588658976,-2.47737865608947,-2.3527478744298,-2.66756022809912,-1.07877181739676,-2.74803795851126,-2.90659545632941,-0.188644876976421,-2.4517347661225,-2.83423186219515,-2.56174653356748,-2.66850276722776,-0.339864197463345,-4.00921534134189,-3.71451437433767,0.817762286940323,-3.41328746407781,-4.20103402350384,-3.46032907852808,-3.18455939298237,0.448804799339749,-2.12900323809021,-3.42414311918616,-2.73027564216155,-0.876593069665499,-3.59225477907485,0.0729544883932296,-3.14973108545788,-0.590439162099693,-4.40310518414573,-3.16353062013303,-2.54259658375472,-2.80110441532298,-5.30195946146152,-5.40291487271978,-2.67402544028702,-3.05310742777502,-1.8610062008588,-3.11767119592476,-3.08918809316021,-3.2746305013274,-1.25370164987087,-3.24412268687836,-3.08491953025601
"6_P1-60-0.22",-2.19926968125717,-0.959379283983979,-0.925485133667446,-1.44016455749899,-2.29221133413238,-3.218203039229,-1.98387018288756,-1.3102230767268,-1.97549127158152,-2.5879254625215,-0.851548762433263,-1.23913963121954,-1.63721948662001,-1.99919731064291,-1.22430704905027,-0.342653096441112,-3.86384622366522,-2.33151884697044,0.371818031026538,-0.0349778583290823,-0.0482034702305104,-4.07305827862578,-1.37167963241584,2.95410483672356,-2.72396253624138,-1.49394468883975,-2.69786263612721,1.29051319324327,2.61810261775745,-3.50050345119554,0,-1.10547146938113,-2.00798289749916,-1.70844169162549,0.630865466827997,-1.5547119377473,-3.89710858524145,-2.32490618629207,-1.46474372205661,-1.05955491596956,-1.06876218443932,-1.89871071892461,-1.04780801635915,-1.3823083179309,-2.38652906428909,-1.73145834828779,-1.02112653755806,-2.4176298926846,-0.862526926285372,-1.66353377228622,-3.17105259529488,-4.44459348601044,-3.7461996027702,-1.7867149540807,-3.15566579181525,-2.85683084389145,-2.76745116947072,-2.60759786477388,-4.90557770505335,-4.89523001570714,-2.58400047048168,-2.07450217029032,-3.18614885420176,-2.14126826445566,-2.16801002220503,-1.73863129611228,-1.78957646559589,-0.199202098432516,-1.94530239522149,-2.1481537752011,1.34373852953559,-1.53713127194957,-2.59982741448574,-1.99750364982208,-2.04339259117631,0.293857002372876,-3.57569890144179,-3.1631701689973,2.05340859119586,-2.15145642702693,-3.82534060764877,-3.17805931574028,-1.99144731733149,1.49083096768492,-0.982296355270584,-2.86403084443783,-2.25232928045682,0.963977066514192,-3.28318693019381,1.83179310967164,-1.94499108167414,1.2734578343746,-4.07036625076565,-3.17050635957865,-1.76349708284484,-1.90403152280561,-5.11065823870662,-5.16324241241384,-1.62421120395518,-2.97599358658782,-0.740561030225455,-2.21906569204989,-2.68309607891675,-1.89200506614036,-0.37828769252231,-1.74302597798706,-2.45709346898739
"7_P1-20-0.22",2.80759128859746,-1.44564860197684,8.70308295789867,-1.95836204483155,-3.1365499410534,-2.14405290989325,-1.68770188704478,5.04997947161734,-2.6168601096931,-2.7264052980293,-3.73530001350465,9.33892636258916,-2.14249314917512,-3.1196941022127,-3.21000503215347,-2.4789592915396,-2.54373288454493,3.52398709260177,-1.37687836261746,-2.41949911391736,-3.12415600534947,-2.16406030240008,-2.85092662527903,8.66178237625363,-2.23951818751432,-4.31662940848195,3.62045443088825,-2.34600387237777,5.66041837247727,-2.10851671889454,-1.10547146938113,0,-1.13822100802978,-3.23277038242501,0.0831533419982053,-4.74221455292866,-2.0584011811916,6.01548780336851,-2.54969534822989,-4.08852077271204,-3.01920754616336,4.33849030094579,-2.16130188075606,-2.90673687833947,-3.12606189648759,-3.26717651060348,-3.94446315422293,3.31865686719637,-2.69407469598549,-2.6781164946811,-2.99557073464954,-3.61541904405095,6.53176468282205,-3.28050421868988,4.33976926003755,-3.23704175188418,8.09326107315818,-2.30252057661295,-2.48548683739476,1.41124171403484,0.254723578079296,-2.98587473481191,2.64649648757954,-2.66430921678034,-2.53648275249027,1.26276048558848,-2.61210246510222,4.86863590943568,-2.36099369914758,-2.25778073567919,0.278881263654092,-2.49041915863575,2.44382828964008,-2.34124099838789,-2.46851969697879,-1.20368552148501,1.8336380281875,-3.42131263353816,8.58544767450065,-3.60761988421726,-2.99335431970486,-1.76545664877477,-3.40771855748225,5.92724976850462,-3.28791102013682,-3.50735525555247,-2.02588004408529,-2.42431344664932,1.45692570812821,-0.452071439406978,-2.97998983131784,-0.0955327499809942,-3.26014518699227,1.35627806566831,-2.38173038064249,-2.82780274911068,-2.99798526316309,-2.91001743632817,-2.06859160344471,3.7424124573654,-2.42331961992579,-3.17866015628412,-0.195353081490209,-3.3536354579066,3.19327224970193,-3.27842799808408,-3.25609620085541
"7_P1-40-0.22",-1.55936027542168,-1.61388757496053,-0.813105995384115,-2.23175370729626,-3.0483724284503,-3.71047670493708,-3.65890596611108,-0.870558968559941,-3.73816360001332,-3.38549411092302,-2.00779023647993,-1.38832539486643,-3.13431179924412,-4.23084352051905,-2.77833560946797,-3.53032129249581,-2.46839885217419,-1.38442424553936,-2.29721727182918,-2.23344567550704,-3.70618817670687,-3.10655202544121,-2.62528609799115,2.62545135653517,-3.17464059108157,-3.31893765288831,-2.10840010020424,-1.95947597941957,3.06277370865384,-2.08674473702128,-2.00798289749916,-1.13822100802978,0,-3.16248863668178,-1.55424424421179,-5.1043136224749,-2.12291876348922,-2.37220725942989,-2.74399420150815,-3.79780918713883,-2.58868670425906,-1.35369150722006,-2.03967247313126,-1.59787871815158,-4.15775873334839,-4.38020954217506,-2.17092637295918,-1.74179192375158,-3.62757544226104,-2.82518491277275,-4.30298988640439,-4.35933643142989,-3.01503717570292,-4.72362714222736,-1.47527131411926,-3.62640607595505,-2.21375362955776,-2.80543375393794,-2.96318803064562,-3.24465820289334,-2.44851133053556,-2.88763359031299,-2.14837507955858,-2.77704730619138,-2.58786747710012,-1.98555468685346,-2.24347591610501,1.10035016859066,-2.23768951995027,-2.27751106196837,1.79937299836999,-2.19238989843561,-1.89074462234819,-2.22027139550388,-2.21184288677688,-0.95631027635644,-2.67389646193658,-3.12382357374775,3.94679169698449,-3.2918797046799,-3.01871551509428,-2.38147621392065,-3.1573971242132,2.77827630259295,-3.05270834369702,-3.04311491891583,-1.94350734648188,-2.04667143446978,-1.77682656903821,1.07009540197135,-2.48840443959294,1.50201666551567,-3.15989933317261,-2.03152007980168,-2.3224271941109,-2.87479161016357,-3.24594307933829,-3.22247355774686,-2.31818575655808,-1.64531312769426,-2.44656604149495,-3.01138740134957,-2.00193364785125,-2.77612243267074,0.969720372846635,-2.73379558143687,-2.7653006030052
"7_P1-60-0.22",-1.55626871023006,-1.40232197129016,-0.327287207181315,-1.94827691505729,-2.91942059118162,-3.41024728200781,-2.95389560922825,-0.752969485713217,-3.14979455871547,-3.02584250012779,-2.58703988366821,-0.860121630605992,-2.52294432971057,-3.70358078869182,-2.59594123961205,-2.36706044774468,-2.1389392551777,-1.58561616650605,-1.34974145440463,-1.92458432957567,-2.56930856800782,-3.1006466354237,-2.51177257335748,2.43117671121382,-2.47274517915701,-3.55316070201576,-2.17507579412768,-1.8971819870353,2.76876087087905,-1.90615327397087,-1.70844169162549,-3.23277038242501,-3.16248863668178,0,0.0638947696777625,-4.57264497149681,-2.12318127087548,-1.74072510770436,-3.50346704771792,-3.8748827653423,-2.4619070754668,-1.40252839585647,-2.06293891913453,-3.0582994929606,-4.43230070499463,-4.46639214574274,-4.04746596238884,-1.72046606670464,-3.27613347952809,-3.81230465149069,-3.9727255223894,-4.38944726331208,-2.71891518413681,-4.49619221804835,-1.74875718636767,-3.22775761031353,-2.57794963751745,-2.68882427759675,-3.16790858179397,-3.90753504901818,-2.59918246781554,-2.63057267866423,-2.43813129569733,-2.60726208864609,-2.2859163853628,-2.30078853398423,-2.31926518671874,0.897794346309114,-2.37736446453139,-2.36950875459796,1.16246714394225,-2.44482377782721,-2.21246120199161,-2.37861931040931,-2.41268978291729,-0.564456225105351,-2.67910828111761,-3.19179225838347,4.24258180879397,-3.31816296630624,-3.1626049614156,-2.65756732976516,-3.19438659442618,2.68345050823639,-3.02073456410444,-3.11947148463865,-2.28553969358192,-2.07591817939088,-2.21095581084481,0.863158535410766,-2.81033311533656,1.25421235077413,-2.86011970538032,-1.77789482702046,-2.1461355071925,-2.73931172883052,-3.11579020051614,-3.06196023888889,-1.83143714996401,-1.39477113895524,-2.130459611022,-2.93043229451277,-2.46115838907683,-3.11645242963855,0.392972603391149,-3.0409442069712,-3.01069665807143
"10_P1-20-0.22",6.86129992032151,0.852340478870465,16.3783010507996,0.0788288138249018,-1.89836188239683,1.95573677254478,0.518754454872102,8.56479154162425,2.84633383349241,2.68288109387265,0.0261306117122026,14.7191982672675,-1.45266986433948,-0.642261834884152,-0.884902314691268,-3.02811484189749,-0.672537758145471,6.56707532781084,-1.80121284105789,-0.161631443025554,-2.63949072301884,1.57152794275104,-2.10173020572231,12.2164248310113,-0.844158485025799,-1.55954071816437,6.77378040452007,-1.90278035089966,9.2774855251028,-0.59640328741039,0.630865466827997,0.0831533419982053,-1.55424424421179,0.0638947696777625,0,-0.997300801547192,0.805726460981463,13.0090940287789,-1.79298606970942,3.25439208792713,-1.78758559155286,6.6877227298582,-3.18217580921619,-1.03594537181404,-0.708739497776348,-1.64518671547145,2.37110910089021,6.6669204176006,0.791789052009127,0.299429176764108,-0.389256975665195,0.341512972291657,12.502617549731,-1.88395102459003,7.82364343631574,-2.92192628939544,16.192855468285,-1.74624657054656,-0.145306633731872,5.79130577432619,3.71782129629519,-2.44848837877216,6.27683421855194,-2.17649120274938,-1.40896411182963,4.53044780703575,-2.18262524349214,8.55652669544089,-1.30174758339013,-0.88122408226582,3.20918502168066,-2.25311340218694,5.30978099048548,-1.9204069910379,-1.81662891718493,-0.274414068309918,4.60236007824869,-3.1525393361522,13.8113384572668,-3.32167526366903,-1.40242908869109,-0.496507105728434,-3.54530946046485,10.7381021364442,-3.58430447920045,-3.09953590158267,-1.1821771645167,-2.41607404808503,3.8894279715707,0.250893997447428,-2.90652120519539,0.786620840039128,-2.18393745186418,3.8176838497279,-2.00442486076855,-2.41031799399812,-2.01654869991713,-1.81785444393638,-1.84074551963976,7.27043401805979,-2.52077462024721,-2.91487540369061,1.57366570422667,-3.15711444920726,6.82453289111544,-3.1342272671579,-2.78093062349393
"10_P1-40-0.22",0.363678292884095,-0.723650479430557,0.857047299801235,-1.1145832821252,-3.36084207846118,-2.98929194628131,-1.48362356919403,-0.04687231424026,-1.51888630215988,-1.25655520039959,-3.61967389522826,-0.535078422930673,-4.51846548990413,-1.28499508573837,-2.14358446445495,-3.3319477798419,-1.89547138192431,-1.52535548238984,-1.44086859565854,-1.81344376639237,-2.97106332497857,-2.28255915837016,-2.20624845152977,2.82491464808693,-2.22564747034183,-3.61866992318677,-1.62078294932925,-2.33654645924717,2.5880176303335,-2.15170974458581,-1.5547119377473,-4.74221455292866,-5.1043136224749,-4.57264497149681,-0.997300801547192,0,-1.62063320096405,-1.68909145147421,-5.64370872973317,-3.23021923748372,-3.67981564700313,-0.172613261898361,-4.7632013281963,-4.48076915348588,-1.08579976687591,-1.52383926624584,-1.57878464931217,-0.709490563375979,-1.62741838874909,-2.14891695273581,-2.09995655599093,-3.49201466100602,-1.61234241875733,-2.69708908689659,-0.719982903464342,-4.69806300305469,-1.04304989781974,-2.24776037215954,-2.53887933704339,-1.6427725463549,-2.03084059891473,-2.41928077809037,-1.5433267512192,-1.99679270855002,-1.79585712993074,-2.10558949039767,-2.14364190721083,1.25443032246621,-2.01080968116158,-1.96327920523134,0.947438377940821,-2.17138937505286,-1.78401376232629,-2.03388334155904,-2.09057261305839,-1.68412827068491,-1.72362517469813,-2.84183367393775,5.09922686474605,-2.85589141175075,-2.40453972585865,-2.3409556619746,-3.15640940349319,2.90602565700891,-3.08192155531856,-3.06521030918954,-1.98092354985219,-1.96915266887503,-1.75952087464237,0.72225924105746,-2.47293181397619,1.3895256595416,-1.95662176660169,-0.659713973967208,-1.63527535505123,-2.00170661002304,-2.10439986482454,-1.97303152425285,-0.905148026191663,-0.373541443481666,-1.95329063763304,-2.67616989318201,-2.12108556450749,-2.91336509566813,0.40485284767592,-2.84526758747727,-2.90773671552213
"7_P1-105-0.22",-0.824157506086575,-1.09535915706659,0.0917803849751298,-1.83175737174784,-2.15928805723916,-2.23142147389003,-1.61973997957765,-1.25809530083792,-1.60932981084901,-1.72872989282912,-1.62935930615588,-2.58218896553289,-1.83792307859783,-2.02806873182285,-3.52545898441775,-2.40288830542753,-3.51325241704301,-3.37862629028835,-2.07614312988344,-3.62032523757577,-1.7022164536461,-2.80243516340244,-3.99866651319989,1.87289651517092,-2.73358282489512,-3.49499085797423,-3.20390260563225,-3.09697180261628,1.58088310650155,-4.19851083137587,-3.89710858524145,-2.0584011811916,-2.12291876348922,-2.12318127087548,0.805726460981463,-1.62063320096405,0,-2.50301834526757,-2.14148842520404,-1.77866404802178,-1.67247777807847,-2.46987038959917,-1.65501166702058,-1.75418000600203,-2.22780991286608,-1.75860094678519,-1.41197303008967,-3.59627577341835,-1.49758448849871,-2.28394277450983,-2.44170012716674,-3.16364719523288,-3.97227560913204,-1.8517301092903,-3.86735663319047,-2.32417746550424,-3.01346065031752,-2.47520147190074,-4.69092190930879,-5.02995082771931,-1.22397524699496,-1.88704189391408,-3.03230593996116,-1.99258253261913,-1.87120554726835,-1.59636353022976,-1.55985458579259,-1.49320914824484,-2.09634986070891,-2.39896813862696,1.26187508651754,-2.07627453709462,-3.32432889732335,-2.17256788101939,-2.39446246198274,2.09905573445048,-3.66709678001074,-2.43688393136908,0.256753131615143,-2.40538771616867,-3.32632301133274,-3.1019707138025,-2.11303951961234,0.33882463321904,-0.682468850421712,-2.24951674720628,-2.05325562847825,1.30718554763892,-3.12643143939661,1.2698877764873,-2.52069609667939,-0.0614985830493581,-3.31143996031091,-2.21163161502661,-1.79288116640497,-2.03469690329939,-3.90018646143567,-4.14048550180615,-1.26724199437809,-1.82214958294023,-0.738114153676799,-2.42513936906636,-2.56195769564124,-2.01264398610668,-0.491194034051952,-1.71171836323314,-2.03776398466553
"7_P1-200-0.22",-1.40691017552698,5.16254020292327,-1.70448704845223,4.10447035270118,1.79373228144818,-2.61370295419311,-0.463188280102265,-1.98015675680811,-1.50069985124389,-1.86010981205568,7.40912086554692,-2.6092865533111,-0.673967429225114,-1.57448657860308,0.497026230451248,3.30348916220283,-2.99693088530486,-2.54591556306119,2.05023530619014,1.65203820179244,5.95586084064146,-2.82618280304319,-0.288772743294134,1.45977075409875,-3.66634530617053,2.72250066210145,-2.4776658103593,0.651664042912843,2.74018191239067,-2.34458369778879,-2.32490618629207,6.01548780336851,-2.37220725942989,-1.74072510770436,13.0090940287789,-1.68909145147421,-2.50301834526757,0,5.53222396017776,3.73511404218726,7.10214611745577,-1.58718588398053,5.58730394040031,6.15010990653098,-2.07527902193389,-1.72426156559302,7.69688286029097,-3.77179718122352,8.62128867052207,6.40605604117391,-3.20974230067806,-2.88764104518397,-3.74941395056498,-1.18119213536942,-1.75278297669049,-2.47117860517448,-2.58454169685055,-2.36324328539713,-3.25066244029182,-3.16243000354102,-2.7435700813587,-2.42714207497657,-2.4305817102193,-2.6102807184031,-2.32918082256927,-2.43173815144135,-1.58566766435915,0.391521951105968,-1.97312240841193,-2.12838125207159,1.30606771771849,0.146533879596306,-2.02281128138016,-1.778384409058,-1.83636286827161,4.80220641228297,-3.31227031263975,-2.52629584310272,3.23231411017816,-0.283447857592765,-2.83395524701078,-2.61611971672043,-0.172409992072412,1.89520873784281,0.798633683613197,-2.39807967132921,-1.81316251085576,2.84741578739964,-2.4593496078927,3.89748191714209,0.0150977562604616,3.45824168919021,-2.31804708290112,-2.50704006160672,1.38851303714616,1.44662552316691,-3.08074697080326,-2.80085154553741,2.10200596656108,-2.40745424802712,0.563651597419001,-0.309059020037294,-2.49464830445075,0.208506303268905,-0.0386552926655176,0.437738989487695,-2.30636763575013
"8_P1-100-0.22",2.9272809377181,-0.85098145179644,7.56737359073388,-2.09154300898585,-3.24311643065633,-2.19506821627702,-3.45044567480321,4.06187050881458,-2.80936446191476,-2.73812804792241,-1.54868845867268,7.12363284339068,-2.70145072072783,-4.61858181902883,-3.03592803148091,-3.10691318881589,-2.77155982160919,2.62261188888735,-2.00465348585567,-2.74502702659985,-3.05958181548589,-2.53532149097267,-2.85255882325216,7.66831827688163,-3.01636712595448,-2.84485484265023,2.39955458786235,-2.45235391320179,5.77590914784441,-2.29717708911538,-1.46474372205661,-2.54969534822989,-2.74399420150815,-3.50346704771792,-1.79298606970942,-5.64370872973317,-2.14148842520404,5.53222396017776,0,-3.70066921248482,-3.03468179568133,2.78421902621876,-1.95895421545808,-2.64141121761725,-4.24932728538839,-3.95293554568693,-2.79166393035132,2.35416374300573,-4.93340150162116,-3.05884986833957,-4.13609569812116,-4.23686762709824,4.77680992703262,-5.0417879966159,3.17322301383406,-3.0496156262417,7.0769686256707,-2.41746250365968,-2.35448273297783,0.470992241258717,0.592069630688391,-2.88983424944701,2.14310656092252,-2.65113942946272,-2.45105137631895,1.61268703304955,-2.74565358527063,4.59111760871416,-2.4164549775295,-2.25812998980982,2.12822032726511,-2.52525157999553,1.62954747452684,-2.39278736108393,-2.43145292949131,-0.408912285534539,0.927825262605643,-3.29950402734131,8.11932655071297,-3.45660379138171,-2.84615690179405,-1.55371166894257,-3.42832397897614,6.19276463524214,-3.28806518826263,-3.30426271152318,-1.91241095875657,-2.26873574902208,0.923538163391274,0.101197336674619,-3.09519816605486,0.309900394013854,-3.20660165586562,0.699040700540172,-2.22838259057064,-2.64191714414909,-3.14792257039907,-3.17155305945642,-2.01002569930524,2.68496122429665,-2.43967061025474,-3.00967801235178,-0.368368990707278,-3.39953497022755,3.93710258003517,-3.38703686577801,-2.98011967242141
