"","1_P1-100-8","1_P1-20-8","1_P1-200-8","1_P1-40-8","1_P1-60-8","2_P1-100-8","2_P1-20-8","2_P1-200-8","2_P1-40-8","2_P1-60-8","3_P1-20-8","3_P1-200-8","3_P1-40-8","3_P1-60-8","4_P1-90-8","4_P1-20-8","4_P1-100-8","4_P1-200-8","4_P1-40-8","4_P1-60-8","3_P1-90-8","5_P1-100-8","5_P1-20-8","5_P1-200-8","5_P1-40-8","5_P1-90-8","6_P1-100-8","6_P1-20-8","6_P1-200-8","6_P1-40-8","6_P1-60-8","7_P1-20-8","7_P1-40-8","10_P1-20-8","7_P1-105-8","7_P1-200-8","7_P1-60-8","8_P1-100-8","8_P1-20-8","8_P1-200-8","8_P1-40-8","8_P1-60-8","9_P1-100-8","9_P1-120-8","9_P1-20-8","9_P1-200-8","9_P1-40-8","9_P1-60-8","10_P1-100-8","10_P1-120-8","10_P1-200-8","10_P1-40-8","10_P1-60-8","11_P1-100-8","11_P1-20-8","11_P1-200-8","11_P1-40-8","11_P1-60-8","11_P1-70-8","12_P1-100-8","12_P1-20-8","12_P1-200-8","12_P1-40-8","12_P1-60-8","13_P1-100-8","13_P1-20-8","13_P1-200-8","13_P1-40-8","13_P1-60-8","14_P1-100-8","14_P1-20-8","14_P1-200-8","14_P1-40-8","14_P1-60-8","12_P2-100-8","12_P2-20-8","12_P2-200-8","12_P2-40-8","12_P2-60-8","15_P2-100-8","15_P2-20-8","15_P2-200-8","15_P2-40-8","15_P2-60-8","17_P2-100-8","17_P2-20-8","17_P2-200-8","17_P2-40-8","17_P2-60-8","17_2_P2-20-8","6_P2-100-8","6_P2-20-8","6_P2-200-8","6_P2-40-8","6_P2-60-8","8_P2-100-8","8_P2-20-8","8_P2-200-8","8_P2-40-8","8_P2-60-8","20_P2-100-8","20_P2-20-8","20_P2-200-8","20_P2-40-8","20_P2-60-8"
"6_P1-20-8",-1.32388077058629,-1.43577209657143,3.51556533254299,-1.11516831034758,-2.68062608200203,-1.8126724184643,-1.06549178724466,1.74109055486451,-0.884890309528872,-1.54265446990228,-1.31057891645531,1.26611031788304,-0.167572745741474,0.174294299405217,-2.00361295156573,-1.42863449858346,-1.55741724466203,0.622597717209285,-1.24957313365199,-1.05740937724792,-2.11437897272569,-1.10417523548712,-0.320954251217255,0.323703775938059,-0.7680478471474,-0.470830052855445,-1.02182514641101,0,-0.741448543735856,-0.381750366977908,-0.277185084592904,-1.13460267810468,-1.93625922095968,-1.73596457817724,-1.006906194911,0.877380945354383,-0.665033278756451,-1.09405328238572,-1.10171062940716,0.354277502159305,-0.973811548782095,-1.06770150735396,-1.6180914058681,-1.51267025011833,-0.429634263323126,0.558921944718757,-0.572981206407974,-0.639105702258158,-2.84260593402519,-2.60110679864979,-0.060107186159154,-0.675676395596915,-0.777800871747497,-0.231491701224729,-1.58277583806964,0.641062927073187,-1.72337213972444,-2.73423386920398,-2.30801322699793,-0.928231355634226,-2.75334148447079,-0.468295225282418,-1.97510124227802,-1.90307392592308,-1.07468733952363,-0.239835239836251,-0.869445264122038,-1.28771099688763,-0.874629829133321,-2.22697340582521,-0.161193225601276,1.39167909518801,-2.13877024168115,-2.54777884600111,-0.432441445137447,-1.41627983205449,-0.114552828270611,-1.59002277523609,-1.65846062935225,-1.66394510392671,-0.854787105748065,-1.38467365373549,-2.72563536737095,-2.39026061017125,-1.67218252957067,-1.47954113225745,-0.994560517478704,-1.52356924618873,-2.71933984564858,-2.01765607434798,-1.568000989889,0.162038027285825,0.711468748425672,-0.973417193356307,-1.50089177652618,-1.99990344302082,-0.701723485257343,0.614446005734948,-1.3984611063262,-1.62154296308804,-1.15622343297638,0.12821244660647,-1.66236318209955,-0.924601354335879,-1.78158081192764
"6_P1-200-8",-0.345490217769424,0.890120828405095,-0.733646798656083,0.324501806568074,-0.37764865836218,-2.28781496275062,-1.17029334458063,-0.259373019725835,-1.04826707097469,-1.55262196565401,-0.210888650746676,-1.33634666949589,-0.555371261458427,-1.10213682179688,-2.21099197783425,0.718698006927392,-1.19815983739465,-1.81542168716892,0.40908993391635,-0.102614467978325,-2.41328134154383,-1.85802586808112,0.723056837498552,-3.17374302258851,-0.273616022051394,-1.20076542932153,-2.69902472584914,-0.741448543735856,0,-1.94200139664282,-2.14900625660575,-0.758217139791895,-0.860965302469578,0.00768538108979421,-1.72223578985139,-2.06852508572395,-0.445380217451015,-1.05984163950049,-0.51027440513424,-0.968932437047076,-0.391533125959345,-1.10410584950072,-1.97047017900403,-1.78105567401415,0.143248415317348,-1.51850155498433,-0.0503990485946667,-0.455367017465959,-1.65245345561944,-3.22204068723231,-2.77676080591664,-0.093864456774525,-0.17784549711303,-2.53189471733463,0.304167498299916,-1.54856566413269,-0.0960306993695092,-1.52103168876546,-2.25899622094842,-2.68131804993219,-0.352697082137735,-2.50287471216412,0.46128993220784,-0.941383152615863,-2.07357676587395,1.38975131460929,-2.24608082818989,-1.10712852907514,-1.10915780026511,-0.784625727644958,1.48577348192393,-0.370834555886686,-0.400013757472079,-1.1621285408679,-0.982953570161837,0.426694516768178,-0.203083696066127,-0.211601404625806,-0.619871098379826,-1.14536315795746,1.4218877528325,-1.96082520845278,3.31138573822,1.11107073408138,-0.337589016417401,0.90538781254109,-1.89372360127955,0.797828443897069,-0.0219696931579661,-0.212689484644849,-0.0462526437409078,0.933862441813639,-0.575482186040385,0.740253799808969,0.635416296287479,-0.802843122367941,0.464291371162662,-0.640939599257802,0.62103798227948,-0.0704314495303691,-1.27736676153851,2.04161873655581,-2.10647099857784,1.95746533864171,1.37269250574634
"6_P1-40-8",-0.931213376176882,-0.388775212821305,1.72323744432301,-1.57579572144964,-2.79140813849659,-2.57734576354132,-1.0804210673877,0.736957294891301,-0.666083121396397,-2.34532246995415,-2.00034952195896,0.347688371735639,-1.43380384038252,-1.63947314945374,-2.46412197418183,-2.16442443998369,-2.05087069125731,-1.3282665896356,-2.64725419544976,-2.7947461713103,-3.79372390578203,-1.88056805644848,-1.49068286972892,-1.14412249837037,-2.03395394005556,-1.73550877946332,-1.77907125367346,-0.381750366977908,-1.94200139664282,0,-2.86235312661849,-1.7806584577237,-1.97348293452461,-1.33307401189533,-2.0620616650595,-0.123709134374426,-1.5691199363843,-2.74240914649184,-2.02024665931015,-0.265855172065153,-2.1180776877307,-1.86169175964587,-3.39432717660514,-2.4171529545677,-1.05681759170066,0.381930351702958,-1.58447896972444,-1.65418168653875,-4.60388394337631,-4.05348939323689,-0.587775103926673,-1.38763320823981,-1.7438794427384,-2.68991370565261,-2.26295412574611,-2.36834938811247,-2.45924927429168,-4.98115468291629,-4.81869766725988,-2.87275202842241,-2.95922646034628,-2.37741379371326,-3.01041807110282,-3.17265884165762,-2.86335367220248,-1.09696020454602,-3.29121078009601,-2.56051202070242,-2.39570493885489,-2.81424968245234,-1.86717034317537,1.92094957870604,-2.87768940262424,-2.9984286795874,-1.25820204724503,-2.44573493121622,-0.0473062951131447,-2.52144994000108,-4.37143568703615,-3.42247734466076,-1.28071948998473,-2.56650191513456,-2.83648743325912,-3.50706979123395,-2.64042222483481,-2.08210279053237,-1.45433153874689,-2.08764507368165,-2.49071424904511,-2.19085481733405,-3.70359718682214,0.709179231914139,0.493630465922696,-1.30142593834327,-2.34447954661469,-4.02640915723854,-0.153419071571097,-0.346797003568447,-1.85799152744347,-2.06202694224287,-2.61953383918918,0.368146744401093,-2.712972788039,-1.30454862833397,-3.16450834889726
"6_P1-60-8",-0.778316970784968,1.49591031229121,3.61165709705671,0.610945335888278,-2.53969229685752,-2.13534291359471,-0.752343707681345,-0.626081605705521,-0.262067076977998,-1.77363423702118,-1.28418427960224,1.48389513207036,-1.14156281529724,-0.801424694472116,-2.45188738103787,-0.803001931804139,-1.77772856992349,-1.76791575840362,-1.57602719388819,-1.21513514756842,-2.20620390462472,-1.5110962661048,1.65391361183141,-1.58425707945548,-0.340058662489109,-1.03780643016788,1.04811500598176,-0.277185084592904,-2.14900625660575,-2.86235312661849,0,-1.50736463663267,-1.8017541732583,-0.660649592049585,-2.67959506923024,0.674979219168033,-1.4377707190059,-2.37726220577854,-1.22451755200774,-0.453244770941504,-1.61985702699822,-0.92266592125099,-2.88089169962127,-2.61262294669158,-0.0873570097762565,-0.209309174117493,-1.4382055542959,-1.27079995620756,-3.2313295299761,-3.60299500229938,-1.49129547079863,-1.21970091719692,-1.15920143915025,-1.70249417154614,-2.17548823384698,-2.12517559972907,-2.32325473960558,-4.84168561589682,-4.99905034788328,-0.944558536270216,-1.72536290927027,-1.38020170794116,-1.51065746061156,-2.15020844988614,-2.31984692851952,-0.415974351210404,-2.51300383611478,-2.12363989090152,-1.92968963588403,-1.34446440263753,0.328735934967901,4.9253901320751,-1.6362123383237,-1.30638448109623,0.282326933857957,-1.41090573582572,1.50142896853971,-1.66892424677893,-3.63521946048485,-2.37245297696326,-0.149969445841233,-0.381748244220524,-1.7601992512363,-1.89591013013996,-0.330511882491807,0.892863913894661,1.05525764060396,0.378913448817987,-0.428674288025587,-0.692873062545395,-3.75469409476106,2.66671857339376,1.94449294288856,0.525725991170564,-1.3525573140379,-3.92639213212863,2.47987639546371,-0.78303947120896,-0.368296789580387,-1.18632944308152,-0.611518637618327,-0.000181099149131478,-0.651677867345586,-1.06993221801019,-1.25391218579458
"7_P1-20-8",-0.0838324101337284,-0.287431114473184,2.11389707573022,-1.54179554877127,-2.81067972417784,-1.17688573170758,-0.197300036718986,0.824230608285097,0.119227104037206,-1.65620637393631,-1.79447453008899,4.27987620797216,-1.45364130041879,-1.62103487574536,-2.2777119424807,-3.83713946393921,-2.10518641304671,0.11644629186221,-2.79585792918112,-2.24661985533452,-2.88476622632913,-1.8132507612907,-3.22138186045563,-0.0822797028807901,-3.63958942511085,-4.18570017142604,-1.96776713751143,-1.13460267810468,-0.758217139791895,-1.7806584577237,-1.50736463663267,0,-3.3088996159353,-3.47112732140643,-1.3392379693168,0.340383531745582,-2.86028170746905,-3.02771277791343,-3.43159796950452,2.43472298009566,-3.99258644603445,-2.64611340473239,-3.56871513594929,-1.9407453107446,-3.49600218166349,1.07874279814607,-1.34268687201581,-1.93222855823833,-4.8082615971969,-2.42956357803099,0.565531339442487,-3.1360290682781,-3.12603880652008,-0.947225680513691,-3.52037014411028,-0.281127431756777,-3.08745109228016,-2.41971324056945,-1.89070345752645,2.70726010911351,-2.05729304878656,2.27856553466174,-2.02031905181386,-1.95114794066368,-0.91021214169101,-1.84286110639486,-0.943071188469764,-2.07689046618628,-1.56354700640604,-1.18511522446548,-1.68098282699456,2.17705117170667,-1.62764441252476,0.10121733775656,-0.388643215412205,-3.2926219703199,0.601621525071096,-3.37196681800388,-2.64012272868781,-0.557173496115857,-1.88455003589579,-0.429269866458927,-0.232717627917938,-0.65131396662817,1.32535895845551,0.314761060743272,2.91879930760928,0.160307033219187,0.606644330291776,-0.404460089486381,-2.0807618684193,-0.405609143924368,0.200267683343281,-2.63249281820186,-3.40570339951124,-1.73036594316734,-1.42390512489482,0.533555676038191,-2.65743886525197,-2.6684169328654,-0.240357598778332,-1.99361642770906,-1.35514590097354,-1.67938953964332,-0.727581133149769
"7_P1-40-8",-0.527076618042885,-0.54753206926739,1.77567521342438,-2.00212364746463,-1.5388407319325,-0.99272284363805,0.217995345050143,1.12546915268261,0.128540637172491,-1.08342825508196,-2.86502940351091,3.51784707791491,-1.98579653973195,-3.00446784060729,-1.71430269091982,-3.68361505581368,-2.38589482858767,0.230578727739729,-3.03242052778793,-2.24017179473056,-2.98260516289689,-1.74963337090443,-3.56782160943048,-0.209561606033775,-3.40863382871589,-4.1487447998714,-2.07386435068026,-1.93625922095968,-0.860965302469578,-1.97348293452461,-1.8017541732583,-3.3088996159353,0,-3.13452681650679,-1.00531344701259,0.520930961006088,-3.56587036445209,-2.85522331175113,-3.30224757347683,2.08814520959427,-3.14560589047621,-2.91864438706747,-3.90682140152431,-2.16985814151237,-3.41554126883798,0.573579950677466,-1.77250282629731,-2.58155716498796,-4.86754968829652,-2.99416477692702,0.0777147026903183,-3.03793160543076,-3.53497501491499,-0.378863133100637,-3.43434680453792,0.142900599696113,-3.08559699319816,-2.42822612741403,-1.92601934406353,2.05237230289704,-2.34498818139041,2.28119712511502,-2.02570957642909,-2.0163478176788,-1.31166472257071,-1.80188634054574,-1.08955092362401,-2.25691809716166,-1.74213061582121,-1.54696136422765,-1.43978088241951,1.76219530729649,-1.56267591552657,-0.498759363938155,-0.356440980314713,-3.73038328986546,0.776832244157545,-3.64676658713905,-2.80959660599748,-0.66941855883031,-1.79056755191755,-0.599699436999361,0.403667918555169,-0.276781357758984,0.820979585157804,-0.150462647657475,2.24079462570227,-0.0402710636245619,0.208634811812634,-0.296507783714629,-2.43666348156378,-0.145183021942865,-0.024070298316027,-2.50659959870875,-3.71985468726292,-1.7284627489418,-1.17096947145389,0.502477643415377,-2.45192388075642,-2.82266462935551,-0.0198903839919141,-1.63722527645693,-1.47476105884677,-1.68208432571455,-0.517816348765071
"10_P1-20-8",-0.465528779910284,-0.976373973784947,3.40568243527501,-2.53303438968348,-1.5524014225632,0.320010350936506,0.067628279047181,1.23199094883239,0.323171802358152,-1.9028638126781,-2.84164414335417,5.12740165932375,-1.80742770474684,-1.66333931341443,-1.0377395026849,-2.24720866822955,-0.786624767360769,1.28181457362667,-2.13672407947254,-1.44813201776678,-0.603990832035706,-0.591724050428189,-1.62870336214667,0.842283513436246,-2.03087142984096,-2.47345591743174,-0.866236100396723,-1.73596457817724,0.00768538108979421,-1.33307401189533,-0.660649592049585,-3.47112732140643,-3.13452681650679,0,0.231025445168648,1.23556115713868,-2.4898258992984,-2.34560331278619,-3.14328914377078,2.64261473184406,-3.97839920661037,-3.67399526240105,-1.08376346731601,-1.05086845186943,-4.28532596465833,1.71387284058953,-1.69285247823073,-1.92990407094737,-3.42484592318411,-1.33446874167897,1.53994663636892,-2.89119478460052,-2.1931717923103,0.0833114106318547,-3.18698240908419,1.06712200781926,-3.2389492050501,-1.71987837104639,-0.964055760715642,4.58443192650439,-2.24981615390786,4.24325387183834,-1.96580016170364,-1.55414219405812,0.00719755638676706,-2.20619145049476,0.0406069307192178,-1.68448821291658,-0.852584525069053,-0.67811573908108,-2.0622255432669,2.4096448568226,-1.64326777821242,0.696678427847854,-0.361098622120624,-3.17391348558586,0.652994126621066,-2.98499348852991,-1.83014931560316,-0.114468926128526,-2.72993646501193,0.0782484246682907,-0.900830427426115,-1.04754258506213,2.0764527483076,0.32068644752647,4.28215802684194,0.390890437062651,1.07020109695891,-0.208709322684311,-1.87588815339671,-2.43970793304003,-0.186603633269392,-3.89470832555074,-3.96719178883581,-1.30971921742268,-2.72221869657887,1.31636374554062,-3.34409340373208,-2.79534140205142,0.770209476472955,-2.48619606449765,-0.966878619082464,-2.32915999673542,-0.583476271604744
"7_P1-105-8",-0.567563078999177,1.80320190116688,0.871862753746499,0.459225622431609,-1.26487410218833,-2.66701354578727,0.257111121588239,-0.512390084998113,0.499007811721427,-0.277434330599903,-1.04119122045269,2.21244577340789,-0.203944877509268,-0.186745003745841,-3.3704951640154,-0.349803471335448,-3.07157225960619,-2.0083260877751,-1.42339081866897,-2.83856693976125,-3.83275292159756,-3.32382386535098,-0.187192517600825,-2.61445145558155,-0.480770088012327,-2.12657790541941,-0.875494448188897,-1.006906194911,-1.72223578985139,-2.0620616650595,-2.67959506923024,-1.3392379693168,-1.00531344701259,0.231025445168648,0,-1.35021381997813,-2.3532171203,-2.85106839202595,-0.722063751354284,0.0989372562499761,-1.02682056643665,-0.505610010752883,-3.44047688865035,-3.5649380300418,0.584226095183434,-1.17388601644436,-0.863377251759116,-0.650890055924181,-3.21686917896358,-3.2410559263437,-2.37492524078963,-0.417664991961806,-0.316333438983704,-2.56686190974466,-0.826745127733924,-0.795604610867483,-1.29958836229443,-3.19716696534784,-3.57884446937814,3.04358221706977,-1.18596418008419,-0.207301883953415,-0.955595563505177,-1.36653307385264,-1.99246307201739,-0.177690902605875,-2.03152446896943,-1.51412527723223,-1.05401018692282,-1.86499555090791,-0.685582225836219,3.5567814553963,-1.92470483365494,-0.720279619506165,-1.37401868412245,-0.0416226513700476,-0.632241051312808,-0.322459330063108,-3.26358758637,-2.3591289218514,0.59588078188969,-1.58640605903165,-1.42894317364136,-2.21138535860552,0.243319539061514,1.43918330966346,2.1975758005475,1.46740327776442,0.807076907390682,0.636550259291809,-2.62652472620556,1.34070560856537,-0.014307944466895,0.232647315531862,-0.437939120042971,-3.11253730676503,1.07205872347544,-1.49763782166027,-0.715961730607976,-0.612884436725879,-1.342704128911,1.53925037598681,-1.67473376552012,0.35447984996066,-1.27236605151816
"7_P1-200-8",0.532138208037491,1.86183766062447,-0.026204214753582,2.21240647836777,1.17563616186616,-1.96365444380873,1.23497738174885,1.44711841962012,0.728674295086974,1.18079206863373,1.96848155177352,-1.15233112978513,1.41127500712795,0.60142643666822,-2.39484332205054,1.89481627048998,-1.48663800139781,-2.25006127614305,2.05953609186349,1.36155616304312,-2.30180888628471,-2.10590539843181,1.44979093953531,-3.10557477937973,0.738984806355951,-0.694623209088103,-2.96312329784218,0.877380945354383,-2.06852508572395,-0.123709134374426,0.674979219168033,0.340383531745582,0.520930961006088,1.23556115713868,-1.35021381997813,0,0.312570216558484,0.448664051436831,1.39755221488114,-0.595141595146456,-0.00427548448714656,0.609596526907185,1.09030237031778,-1.74087126584618,2.34520978508804,1.37534564314231,2.88110515258058,-0.219470597270105,-1.42788340341291,-0.385839630782354,0.441713963656355,2.74351790425862,2.29670511974698,-3.35616763945326,1.10984198210213,1.44911701260939,0.955527518381741,0.689430694389381,-0.170554930744181,-0.0823639617144436,-0.224454214989448,-1.37874676735536,0.686016269827459,-0.200529352518298,-1.85464124587776,1.10351457721694,-1.90401120797935,-0.793652000925016,-0.614232629216272,-0.388048620021621,2.06607578665872,-0.413196360818455,-0.308622670934074,-0.622192470004461,-0.760656608391647,0.656376780257898,-0.211807162319789,0.885604211230647,-0.592867793263882,-1.14713538694297,1.61377917174776,-1.3172234254595,2.09078567758879,1.06307255165061,0.709707543136557,1.78613739489871,-1.15105728158853,1.71951681869069,0.990272047304003,0.884406602075975,-0.129211809982247,0.70851948224571,-0.313299908093375,0.494795922400955,0.854533571947423,-0.122245778202908,0.534222994478511,-0.89464302235714,-0.343904263486567,0.44743258864328,-1.58787917107857,2.33931705564122,-1.84339200691042,2.01896114801878,0.881832507916489
"7_P1-60-8",-0.35862775503526,2.00571496284189,3.14486623007249,0.552915504838501,-1.38895347265394,-1.5623024658309,0.885042237461815,0.758682782786965,1.41114540723755,-0.930396432978195,-3.33108184672911,4.21590081418067,-1.62939809800338,-2.09237535727934,-1.5510709599789,-3.41174771950991,-1.82075290893576,0.299908822953459,-2.10163034698572,-1.97988755236744,-2.45088562848423,-1.54946219355772,-3.47600603045726,-0.132807227133951,-3.47523270499849,-4.11637937374798,-1.47515414135761,-0.665033278756451,-0.445380217451015,-1.5691199363843,-1.4377707190059,-2.86028170746905,-3.56587036445209,-2.4898258992984,-2.3532171203,0.312570216558484,0,-3.47795181615146,-3.76808418309297,2.55454515810293,-3.90037486784106,-2.96727611321773,-2.83062822589651,-2.33787463302584,-3.59405996079533,0.821001151068595,-1.21839741841073,-2.76110326359128,-4.97463102945549,-2.737964903766,0.511241087409961,-2.40561995055902,-3.91815157811402,-0.585284940873686,-3.18566829199211,-0.218363913270061,-2.80502378177507,-2.14443838783842,-2.04601899987435,3.66792045622933,-1.8904581268184,2.1111595666006,-1.72515823324907,-1.81527394117018,-0.792528926218447,-1.4036034557255,-0.458132936260877,-1.54577542659466,-1.14561050879094,-1.10843440619166,-1.24783598297394,2.8732427096332,-1.03257860992999,1.10855783274218,-0.247055830338706,-2.67474113650563,0.678461257459604,-2.64003129768179,-2.08118820020113,-0.919716049944974,-1.810407917911,-0.364260834179762,-2.09860790308377,-1.52262409474473,1.97629080187332,0.950440864131087,3.60350248145739,0.864018405857407,1.64592202579155,0.266768506419716,-1.83323389201551,0.377959503637843,0.0989937897466217,-1.68686066860024,-2.73189546552627,-1.66110941472569,-1.04201857272044,0.311376158040564,-2.3425807865474,-2.25518744563854,-0.509592235216024,-1.75742658225401,-1.23014567828994,-1.73074406669916,-1.36104449836319
"8_P1-100-8",-0.916090958689577,0.772671193546419,4.03086499770388,-0.94226593716411,-2.64180831092611,-2.28062601008807,-0.107693135438108,0.644385937233783,0.0973955116173262,-1.96602195818695,-1.96236575716736,3.43714695818743,-1.28357971654922,-1.87819273903635,-2.35238744187432,-1.96121755781573,-2.57990723150401,-0.150300177733343,-2.45064335556221,-2.62186610015633,-3.18556308939838,-2.2814772053814,-2.60907416723843,-0.194063040742884,-3.05655001443704,-4.02676988479769,-0.977934739683759,-1.09405328238572,-1.05984163950049,-2.74240914649184,-2.37726220577854,-3.02771277791343,-2.85522331175113,-2.34560331278619,-2.85106839202595,0.448664051436831,-3.47795181615146,0,-2.44426839860027,1.70960624780246,-2.73718146016782,-2.19450668265539,-3.89446336597884,-1.11997775559468,-2.53172100167726,0.685335501907472,-1.5582626104037,-1.14081344764407,-4.85174975767372,-3.64954286972482,0.535142181090417,-2.87016508566597,-3.13640559554185,-0.263914865432729,-3.22477414706198,-0.278633204021975,-2.98192820587532,-2.93283436754848,-3.35412380043768,1.77917080655831,-2.07218472347311,1.09500320908055,-2.0256791078274,-2.07042572263751,-0.888223240991912,-1.83025752848635,-0.886782902490389,-1.71878984175199,-0.847459471149882,-1.18960041172903,-1.42972957142478,4.53263543601047,-1.22786157220908,-0.050835938742932,-0.22349143316028,-2.47770610821687,0.480600300331209,-2.81188676526723,-2.61289306737395,-1.5967061742256,-1.61383971876769,-0.774989716885102,-1.94658780478167,-1.90187281489608,0.300724061004066,-0.16282034633011,1.52222660181552,-0.257767908456402,0.218012225800932,-0.638241227847674,-2.37751718354779,0.284032112489507,0.748879645378275,-1.77104287219028,-3.00203131494433,-2.76986135599627,-0.517346937610866,0.660819128498492,-2.76242271963011,-2.5668908801543,-0.800965915422516,-1.49686291892392,-1.7289110009088,-1.58369780452806,-1.17200922736985
"8_P1-20-8",-0.450612413183441,0.824292184773241,3.1748948257794,-0.526535941965311,-2.17349023740713,-0.290752316810915,0.175132578424176,0.874073492107414,-0.176241628898823,-1.89932776443386,-1.97175631298577,4.49126670857529,-1.82011266412642,-2.81174126942627,-1.39443881329107,-2.79575797033995,-1.34278350639492,0.481714026374166,-2.66522179880226,-1.99473747328907,-1.75988217608088,-1.21650618217722,-2.29506698472297,0.314271034874267,-2.9975337880996,-3.69156408795409,-0.54061461333414,-1.10171062940716,-0.51027440513424,-2.02024665931015,-1.22451755200774,-3.43159796950452,-3.30224757347683,-3.14328914377078,-0.722063751354284,1.39755221488114,-3.76808418309297,-2.44426839860027,0,2.2935398071753,-3.26555531367608,-1.95982162696098,-3.50572164752309,-1.06923490464136,-2.48630453546345,0.850938911985014,-2.47293938525205,-2.89069965309209,-3.58091452287181,-2.22777631157893,0.991606681687876,-2.88403448325154,-4.03143994186504,-0.0962782281277035,-3.42716908578376,0.396264981100127,-3.31461414600452,-2.10894620617672,-1.60532731481887,3.26726820312476,-2.41753479256172,3.31117127344253,-2.11084486896027,-1.94765896899643,-0.798405305048156,-2.0749221774112,-0.663245790128121,-1.88503877475994,-1.28763901124036,-0.676240983680971,-2.26178014072109,3.19183677711681,-1.8532857738543,-0.0156632489447348,1.03696110712651,-3.37921228364851,1.7980414422836,-3.45539617529092,-2.19769434302965,0.412227068058914,-2.57923971122681,1.40148061562437,-0.772093867142645,-0.368042663705384,2.02178427439923,-0.197181390813145,3.86616106345183,-0.206882985042023,0.601610958269256,-0.467737482726727,-2.08773248382167,0.0893811954817531,1.34585874562301,-2.49879196912216,-3.65865923211959,-1.60029123221992,-1.22652609181869,1.53930350703256,-2.84854510696043,-2.51099115279645,1.40003587770178,-2.34901699738729,0.490413952098487,-2.23349059909242,-0.10489571041445
"8_P1-200-8",0.610603512388705,2.38698799968803,0.60787735526834,2.66782410056924,1.77831171220499,0.304555233296631,2.25112813471778,0.654683406390977,1.85554260806355,0.875751036308666,1.72097567894422,-2.11522896246173,1.0525858433792,1.22840809860268,0.378454284550933,1.35330287914453,-0.336639572721095,-1.38754717687533,0.733618502457036,0.249705595187648,-0.296989228125727,0.651924395093378,1.61139172312421,-1.53419728436762,0.733155000778757,0.575237945264342,0.856932828473816,0.354277502159305,-0.968932437047076,-0.265855172065153,-0.453244770941504,2.43472298009566,2.08814520959427,2.64261473184406,0.0989372562499761,-0.595141595146456,2.55454515810293,1.70960624780246,2.2935398071753,0,2.17413631075499,1.46901099363552,1.93290601256665,0.345022816252713,2.20531760518247,-0.677672521171869,2.33691150338861,1.56004601260111,1.85150430748369,-1.41804291358748,-1.02544158425387,2.37009429725925,2.39608690743961,-1.10438529486455,2.43090159398197,-1.00569359014235,1.91909650153529,0.177588974714747,-0.482048735467307,-1.66900570288228,-1.07063727025007,-1.71066057093944,-0.64304267615158,-1.01744143384455,-1.63889240626677,-0.21645992846926,-1.32060874322738,-1.15718469426992,-1.05759396464965,-1.02900024247614,0.403804308105091,-0.373082469871035,-1.24393111872619,-1.63174822570596,-0.443429813573349,0.507829205220338,-0.395445210732633,0.875652259897848,-1.40011713779421,-1.29837273980522,0.668178973609416,-1.42344027759193,1.85954309334495,-0.194420509746035,-0.507087849883335,0.185615160173195,-1.87246224468034,0.0919472247174503,-0.376039323341192,-0.238534174034869,0.213484059834144,0.280826072380718,-0.495875887743578,1.33940749246133,1.63651577109536,0.424914191810961,0.782960152950701,0.135240365742662,1.35952229957596,1.42397046831954,-1.54282087190225,1.22867343427754,-1.64887339587346,0.822642265330325,-0.3502226689182
"8_P1-40-8",-0.412877429414552,0.849601159017416,2.2075577937167,-0.979408953618972,-3.05053730168028,-1.20353901666923,-0.316285493105788,0.716169934734815,-0.425661200705484,-2.77994848081612,-2.48937281095695,3.44303947700606,-2.90346495400558,-3.52385583154827,-1.84929659741662,-2.70433113971102,-1.49430024360879,0.366187234646494,-2.58044164606104,-1.65734051045367,-2.19588949055644,-1.44273681179151,-3.28765905791133,-0.21619502411928,-2.61738369059542,-3.13392194338016,-1.28940643081692,-0.973811548782095,-0.391533125959345,-2.1180776877307,-1.61985702699822,-3.99258644603445,-3.14560589047621,-3.97839920661037,-1.02682056643665,-0.00427548448714656,-3.90037486784106,-2.73718146016782,-3.26555531367608,2.17413631075499,0,-2.33883280121307,-3.3535422998358,-1.93635736320902,-3.72399711465867,0.986574044251487,-2.86493918817843,-3.00550817105776,-4.02279945330022,-2.43614125536068,0.365569374960507,-3.31479742469173,-4.09330830884518,-0.749282125204274,-3.65884781956634,-0.202166320139554,-3.3339648325195,-2.3092783876704,-1.86667346500575,2.62222677029194,-2.24924837145535,2.46294370400459,-1.95463875655077,-1.93021466711497,-1.22494693346128,-2.21463738159269,-1.05627512229062,-2.29279796355717,-1.8001039929981,-1.28589853559611,-2.51086522672256,2.45134437644676,-2.25694923739889,-0.411986312932249,-0.528673306063177,-3.24366608289758,0.369506381207121,-3.67768996669596,-2.38546980515328,-1.18255844011025,-2.80747133019081,-1.00983669641417,-1.26430418633164,-1.40470013789792,1.02174936307457,-0.513608607413348,2.40648210328633,-0.474478108468671,0.0809038923702418,-0.810248889399294,-2.28115106202489,-0.257288704664706,0.227969337855264,-2.42886770387889,-3.67842357051025,-1.73161630530872,-1.23510481352658,0.262806211102075,-2.8832634968673,-2.87955046534126,-0.753456560380967,-2.6275073118753,-1.50987147012903,-2.49509397559303,-1.21502774100188
